"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG475","CG988","AB3","AT6","CG415","CG102","CG412","ICMP10754","SBV_10752","CG1000","K306","NCPPB3554","CG516"
"g014643_000004","g014643","kynB","Kynurenine formamidase",90,4,26,1,1,1,0,0,0,0,26,"Kynurenine formamidase(26)","kynB(26)",834,840,839.77,7730,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04177"
"g014403_1_000005","g014403_1",NA,"hypothetical protein",80,3,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",351,351,351,7730,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04178"
"g014900_1_000004","g014900_1","kduD","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase",80,3,26,1,1,1,0,0,0,0,26,"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase(26)","kduD(26)",807,807,807,7730,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04179"
"g012151_000003","g012151","hbd","3-hydroxybutyryl-CoA dehydrogenase",80,4,26,1,1,1,0,0,0,0,26,"3-hydroxybutyryl-CoA dehydrogenase(26)","hbd(22):NA(4)",867,915,912.46,7730,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04180"
"g011285_000002","g011285",NA,"hypothetical protein",70,4,26,1,1,1,0,0,0,0,26,"hypothetical protein(24):Leu/Ile/Val-binding protein (2)","NA(26)",693,1263,1238.31,7730,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04181"
"g017079_000003","g017079","phy","Phloretin hydrolase",80,3,26,1,1,1,0,0,0,0,26,"Phloretin hydrolase(26)","phy(26)",663,663,663,7730,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04182"
"g017735_000003","g017735","ydcV","Inner membrane ABC transporter permease protein YdcV",80,3,26,1,1,1,0,0,0,0,26,"Inner membrane ABC transporter permease protein YdcV(22):hypothetical protein(4)","ydcV(22):NA(4)",825,846,830.65,7731,1,"CG475_02640","CG988_02367","AB3_03476","AT6_03785","CG415_02532","CG102_03373","CG412_01579","ICMP10754_03028","SBV_10752_03488","CG1000_03555","K306_00022","NCPPB3554_00009",NA
"g017662_000003","g017662","potB","Spermidine/putrescine transport system permease protein PotB",80,3,26,1,1,1,0,0,0,0,26,"Spermidine/putrescine transport system permease protein PotB(26)","potB(26)",903,918,906.35,7731,2,"CG475_02639","CG988_02368","AB3_03477","AT6_03784","CG415_02533","CG102_03374","CG412_01580","ICMP10754_03027","SBV_10752_03487","CG1000_03556","K306_00023","NCPPB3554_00010",NA
"g011604_000003","g011604","potD","Spermidine/putrescine-binding periplasmic protein",80,5,26,1,1,1,0,0,0,0,26,"Spermidine/putrescine-binding periplasmic protein(25):hypothetical protein(1)","potD(25):NA(1)",1023,1023,1023,7731,3,"CG475_02637","CG988_02370","AB3_03479","AT6_03782","CG415_02535","CG102_03376","CG412_01582","ICMP10754_03025","SBV_10752_03485","CG1000_03558","K306_00025","NCPPB3554_00012",NA
"g000878_2_000004","g000878_2","hutH","Histidine ammonia-lyase",80,3,26,1,1,1,0,0,0,0,26,"Histidine ammonia-lyase(26)","hutH(26)",1530,1530,1530,7731,4,"CG475_02633","CG988_02374","AB3_03483","AT6_03778","CG415_02422","CG102_03380","CG412_01538","ICMP10754_02988","SBV_10752_02945","CG1000_03562","K306_00029","NCPPB3554_00016",NA
"g014955_000004","g014955","yvoA","HTH-type transcriptional repressor YvoA",90,4,26,1,1,1,0,0,0,0,26,"HTH-type transcriptional repressor YvoA(26)","yvoA(26)",750,750,750,7731,5,"CG475_02632","CG988_02375","AB3_03484","AT6_03777","CG415_02421","CG102_03381","CG412_01539","ICMP10754_02987","SBV_10752_02944","CG1000_03563","K306_00030","NCPPB3554_00017",NA
"g004972_000002","g004972",NA,"hypothetical protein",70,15,26,1,1,1,5,0,5,0,26,"hypothetical protein(31)","NA(31)",417,2235,1860.29,7741,1,"CG475_04541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04560"
"g006402_000001","g006402",NA,"hypothetical protein",60,11,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",978,990,987.81,7741,2,"CG475_04540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04561"
"g012637_000003","g012637","cya","hypothetical protein",80,3,26,1,1,1,0,0,0,0,26,"hypothetical protein(24):Bifunctional hemolysin/adenylate cyclase(2)","NA(24):cya(2)",573,4332,3124.96,7742,1,NA,NA,NA,NA,"CG415_03557","CG102_01828","CG412_02715","ICMP10754_03938","SBV_10752_04380","CG1000_00930","K306_03108","NCPPB3554_01598","CG516_02190"
"g002630_2_000006","g002630_2","cya","hypothetical protein",90,14,26,1,1,1,0,0,0,0,26,"hypothetical protein(23):Bifunctional hemolysin/adenylate cyclase(3)","NA(23):cya(3)",1359,4977,3864.35,7742,2,"CG475_05091","CG988_00852","AB3_00585","AT6_00837","CG415_03556",NA,"CG412_02714",NA,NA,NA,NA,NA,NA
"g012248_000005","g012248",NA,"hypothetical protein",95,4,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",363,444,438.81,7745,1,"CG475_03317","CG988_04338","AB3_01629","AT6_03453","CG415_04306","CG102_01375","CG412_01652","ICMP10754_02180","SBV_10752_02730","CG1000_01297","K306_02520","NCPPB3554_02183","CG516_05375"
"g005187_1_000008","g005187_1",NA,"IS5 family transposase ISRel13",80,9,26,1.42,1,3,0,10,0,11,37,"IS5 family transposase ISRel13(36):hypothetical protein(1)","NA(37)",270,381,374.84,7750,1,"CG475_02462","CG988_05283","AB3_02143","AT6_02069",NA,NA,NA,NA,NA,NA,NA,NA,"CG516_03233"
"g002633_000001","g002633","rhsC","hypothetical protein",60,26,26,1.54,1,3,5,11,5,14,40,"hypothetical protein(41):Putative deoxyribonuclease RhsC(4)","NA(41):rhsC(4)",180,4608,2308.33,7754,1,NA,"CG988_04402;CG988_04405;CG988_04406","AB3_04960;AB3_04963;AB3_04964","AT6_04331;AT6_04995;AT6_05407",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g004928_000003","g004928",NA,"hypothetical protein",80,16,26,1.23,1,2,0,6,0,6,32,"hypothetical protein(32)","NA(32)",198,246,235.59,7755,1,"CG475_03657;CG475_03863","CG988_02728","AB3_02742","AT6_04444;AT6_05282",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006734_1_000001","g006734_1",NA,"hypothetical protein",60,8,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",579,1188,1019.65,7764,1,"CG475_01583","CG988_02344","AB3_03322","AT6_03903","CG415_02463",NA,NA,NA,NA,NA,NA,NA,NA
"g000894_2_000039","g000894_2",NA,"hypothetical protein",95,4,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",1032,1032,1032,7766,1,NA,NA,NA,NA,NA,"CG102_01627","CG412_01148","ICMP10754_00636","SBV_10752_01348","CG1000_01003","K306_00049","NCPPB3554_00037",NA
"g007900_000003","g007900","nikA","Nickel-binding periplasmic protein",80,8,26,1,1,1,6,0,6,0,26,"Nickel-binding periplasmic protein(20):hypothetical protein(6):Oligopeptide-binding protein AppA(6)","nikA(20):appA(6):NA(6)",558,1527,1217.72,7770,1,"CG475_01102","CG988_00695","AB3_00472","AT6_01209","CG415_03293","(CG102_03970:CG102_03971)",NA,"(ICMP10754_01193:ICMP10754_01194)","(SBV_10752_02574:SBV_10752_02575)","(CG1000_02600:CG1000_02601)","(K306_05170:K306_05171)","(NCPPB3554_04741:NCPPB3554_04742)","CG516_02131"
"g012415_000005","g012415",NA,"hypothetical protein",95,5,26,1.04,1,2,0,1,0,1,27,"hypothetical protein(27)","NA(27)",402,441,403.44,7771,1,"CG475_04686",NA,NA,NA,"CG415_00916","CG102_04692","CG412_00791","ICMP10754_00254;ICMP10754_00465","SBV_10752_03274","CG1000_02304","K306_00407","NCPPB3554_03896","CG516_03458"
"g008099_000002","g008099","benM","HTH-type transcriptional regulator BenM",70,8,26,1,1,1,0,0,0,0,26,"HTH-type transcriptional regulator BenM(26)","benM(26)",900,948,944.65,7773,1,"CG475_01123","CG988_00716","AB3_00493","AT6_01188","CG415_00229","CG102_02400","CG412_00011","ICMP10754_02410","SBV_10752_01990","CG1000_02422","K306_04284","NCPPB3554_00578","CG516_05122"
"g010734_000002","g010734",NA,"hypothetical protein",70,6,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",315,336,329.77,7774,1,"CG475_01755","CG988_04130","AB3_01421","AT6_03661","CG415_04101","CG102_03753","CG412_01890","ICMP10754_01470","SBV_10752_00520","CG1000_04290","K306_02278","NCPPB3554_02425",NA
"g005641","g005641",NA,"hypothetical protein",50,13,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",1203,1209,1205.08,7775,1,"CG475_05176",NA,NA,NA,NA,"CG102_01179","CG412_02799","ICMP10754_03854","SBV_10752_04464","CG1000_00846","K306_03024","NCPPB3554_01682",NA
"g006721_2_000013","g006721_2","sgrR","HTH-type transcriptional regulator SgrR",95,3,26,1,1,1,0,0,0,0,26,"HTH-type transcriptional regulator SgrR(24):Oligopeptide-binding protein AppA(2)","sgrR(24):appA(2)",1560,1560,1560,7784,1,NA,NA,NA,NA,NA,"CG102_01615","CG412_01160","ICMP10754_00648","SBV_10752_01360","CG1000_01015","K306_00061","NCPPB3554_00049",NA
"g004328_1_000005","g004328_1",NA,"hypothetical protein",80,15,26,1.23,1,2,0,6,0,6,32,"hypothetical protein(32)","NA(32)",606,606,606,7785,1,"CG475_03658;CG475_03864","CG988_02727","AB3_02741","AT6_04445;AT6_05283",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012856_000005","g012856","nadB","L-aspartate oxidase",95,4,26,1,1,1,0,0,0,0,26,"L-aspartate oxidase(26)","nadB(26)",1608,1608,1608,7786,1,"CG475_03759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g008990_000002","g008990",NA,"hypothetical protein",70,6,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",141,990,953.08,7787,1,"CG475_04851","CG988_03483","AB3_01055","AT6_00026",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g007361_000002","g007361",NA,"hypothetical protein",70,9,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",858,1662,1625.65,7789,1,"CG475_02710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04481"
"g008072_1_000012","g008072_1",NA,"hypothetical protein",90,5,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",600,645,601.73,7790,1,"CG475_04494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g005829_000002","g005829",NA,"hypothetical protein",70,12,26,1.15,1,2,0,4,0,4,30,"hypothetical protein(30)","NA(30)",240,399,268.3,7802,1,NA,NA,"AB3_02962",NA,"CG415_01955;CG415_02275","CG102_02974;CG102_04776","CG412_02516;CG412_04374",NA,NA,NA,NA,NA,NA
"g009614_000003","g009614","nikC","hypothetical protein",80,7,26,1,1,1,0,0,0,0,26,"hypothetical protein(15):Nickel transport system permease protein NikC(11)","NA(15):nikC(11)",819,819,819,7810,1,"CG475_01100","CG988_00693","AB3_00470","AT6_01211","CG415_03291","CG102_03968",NA,"ICMP10754_01191","SBV_10752_02572","CG1000_02598","K306_05168","NCPPB3554_04744","CG516_02129"
"g005905","g005905",NA,"hypothetical protein",50,11,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",1626,1668,1651.85,7811,1,"CG475_05168",NA,NA,NA,NA,"CG102_01170","CG412_02790","ICMP10754_03863","SBV_10752_04455","CG1000_00855","K306_03033","NCPPB3554_01673",NA
"g006546","g006546",NA,"hypothetical protein",50,11,26,1,1,1,1,0,1,0,26,"hypothetical protein(27)","NA(27)",279,1098,916.33,7814,1,NA,NA,NA,NA,"(CG415_02485:CG415_02486)",NA,NA,NA,NA,NA,NA,NA,"CG516_03505"
"g015515_000003","g015515","naiP","Putative niacin/nicotinamide transporter NaiP",80,3,26,1,1,1,0,0,0,0,26,"Putative niacin/nicotinamide transporter NaiP(25):Putative metabolite transport protein YjhB(1)","naiP(25):yjhB(1)",1215,1272,1217.19,7815,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04188"
"g026198_000005","g026198",NA,"hypothetical protein",95,2,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",798,798,798,7825,1,NA,NA,NA,NA,NA,"CG102_01620","CG412_01155","ICMP10754_00643","SBV_10752_01355","CG1000_01010","K306_00056","NCPPB3554_00044",NA
"g018772_000003","g018772","ttgV","HTH-type transcriptional regulator TtgV",80,3,26,1,1,1,0,0,0,0,26,"HTH-type transcriptional regulator TtgV(26)","ttgV(26)",774,777,776.88,7843,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_04190"
"g010500_000004","g010500",NA,"hypothetical protein",90,6,26,1,1,1,0,0,0,0,26,"hypothetical protein(26)","NA(26)",180,201,186.35,7844,1,NA,NA,"AB3_01686","AT6_03396",NA,"CG102_01315","CG412_01592","ICMP10754_01076","SBV_10752_01817","CG1000_01237","K306_02580","NCPPB3554_02123",NA
"g008380_1_000005","g008380_1","ssb","Single-stranded DNA-binding protein",80,7,26,1.04,1,2,0,1,0,1,27,"Single-stranded DNA-binding protein(27)","ssb(27)",402,405,402.22,7856,1,NA,NA,"AB3_01975",NA,"CG415_03712","CG102_03408",NA,"ICMP10754_03769","SBV_10752_04762","CG1000_05165","K306_02937","NCPPB3554_01769",NA
"g017803_000001","g017803",NA,"hypothetical protein",60,3,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",900,903,901.68,7864,1,"CG475_02629","CG988_02378","AB3_03487","AT6_03774","CG415_02418","CG102_03385","CG412_01543","ICMP10754_02983","SBV_10752_02940","CG1000_03567","K306_00034","NCPPB3554_00021",NA
"g010936_2_000003","g010936_2","yecS","L-cystine transport system permease protein YecS",70,3,25,1,1,1,0,0,0,0,25,"L-cystine transport system permease protein YecS(25)","yecS(25)",723,741,732.36,7864,2,"CG475_02628","CG988_02379","AB3_03488","AT6_03773","CG415_02417","CG102_03386","CG412_01544","ICMP10754_02982","SBV_10752_02939","CG1000_03568","K306_00035","NCPPB3554_00022",NA
"g010936_1_000004","g010936_1","yxeN","putative amino-acid permease protein YxeN",70,3,25,1,1,1,0,0,0,0,25,"putative amino-acid permease protein YxeN(14):Arginine transport system permease protein ArtQ(7):L-cystine transport system permease protein YecS(4)","yxeN(14):artQ(7):yecS(4)",768,768,768,7864,3,"CG475_02627","CG988_02380","AB3_03489","AT6_03772","CG415_02416","CG102_03387","CG412_01545","ICMP10754_02981","SBV_10752_02938","CG1000_03569","K306_00036","NCPPB3554_00023",NA
"g013032","g013032",NA,"hypothetical protein",50,3,25,1,1,1,2,0,2,0,25,"hypothetical protein(27)","NA(27)",360,1383,1255,7864,4,"CG475_02625","CG988_02382","(AB3_03445:AB3_03491)","(AT6_03770:AT6_04741)","CG415_02414","CG102_03389","CG412_01547","ICMP10754_02979","SBV_10752_02936","CG1000_03571","K306_00038","NCPPB3554_00025",NA
"g015872","g015872",NA,"hypothetical protein",50,3,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",1860,1875,1866,7864,5,"CG475_02624","CG988_02383","AB3_03446","AT6_04740","CG415_02413","CG102_03390","CG412_01548","ICMP10754_02978","SBV_10752_02935","CG1000_03572","K306_00039","NCPPB3554_00026",NA
"g010594_000001","g010594","rspR","HTH-type transcriptional repressor RspR",60,6,25,1,1,1,0,0,0,0,25,"HTH-type transcriptional repressor RspR(25)","rspR(25)",675,738,722.28,7867,1,NA,NA,"AB3_03520","AT6_03829","CG415_03256","CG102_03831",NA,"ICMP10754_00791","SBV_10752_01794","CG1000_01727","K306_05139","NCPPB3554_04987","CG516_03404"
"g010115_000002","g010115","glnH","Glutamine-binding periplasmic protein",70,6,25,1,1,1,0,0,0,0,25,"Glutamine-binding periplasmic protein(22):hypothetical protein(2):L-cystine-binding protein FliY(1)","glnH(22):NA(2):fliY(1)",924,933,930.48,7867,2,NA,NA,"AB3_03521","AT6_03830","CG415_03257","CG102_03830",NA,"ICMP10754_00790","SBV_10752_01795","CG1000_01728","K306_05140","NCPPB3554_04988","CG516_03403"
"g010929_000002","g010929","glnM","putative glutamine ABC transporter permease protein GlnM",70,6,25,1,1,1,0,0,0,0,25,"putative glutamine ABC transporter permease protein GlnM(25)","glnM(25)",735,744,742.56,7867,3,NA,NA,"AB3_03522","AT6_03831","CG415_03258","CG102_03829",NA,"ICMP10754_00789","SBV_10752_01796","CG1000_01729","K306_05141","NCPPB3554_04989","CG516_03402"
"g009953_000001","g009953","dadA","D-amino acid dehydrogenase",60,6,25,1,1,1,0,0,0,0,25,"D-amino acid dehydrogenase(18):D-amino acid dehydrogenase 1(7)","dadA(18):dadA1(7)",1104,1311,1201.08,7867,4,NA,NA,"AB3_03524","AT6_03833","CG415_03260","CG102_03827",NA,"ICMP10754_00787","SBV_10752_01798","CG1000_01731","K306_05143","NCPPB3554_04991","CG516_03400"
"g006608","g006608",NA,"hypothetical protein",50,11,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",393,447,429.12,7868,1,"CG475_02704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006204","g006204",NA,"hypothetical protein",50,12,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",255,279,262.8,7868,2,"CG475_02702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006943_000001","g006943",NA,"hypothetical protein",60,10,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",528,567,532.92,7868,3,"CG475_02701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g007134_000001","g007134",NA,"hypothetical protein",60,10,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",369,408,394.32,7868,4,"CG475_02700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012950","g012950","xerC","Tyrosine recombinase XerC",50,4,25,1,1,1,0,0,0,0,25,"Tyrosine recombinase XerC(25)","xerC(25)",1209,1263,1224.12,7871,1,NA,NA,NA,NA,NA,NA,"CG412_02544",NA,NA,NA,NA,NA,NA
"g013853_000001","g013853","xerC","Tyrosine recombinase XerC",60,4,25,1,1,1,0,0,0,0,25,"Tyrosine recombinase XerC(18):Tyrosine recombinase XerD(7)","xerC(18):xerD(7)",918,924,920.88,7871,2,NA,NA,NA,NA,NA,NA,"CG412_02543",NA,NA,NA,NA,NA,NA
"g008296_000004","g008296",NA,"hypothetical protein",90,8,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",1047,1050,1049.28,7876,1,NA,NA,NA,NA,"CG415_02779","CG102_02834","CG412_01107","ICMP10754_04334","SBV_10752_02957","CG1000_02831","K306_00724","NCPPB3554_03578","CG516_01386"
"g025103_000005","g025103",NA,"hypothetical protein",95,2,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",426,426,426,7876,2,NA,NA,NA,NA,"CG415_02780","CG102_02833","CG412_01106","ICMP10754_04335","SBV_10752_02958","CG1000_02830","K306_00723","NCPPB3554_03579","CG516_01385"
"g008059_000003","g008059",NA,"hypothetical protein",80,8,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",1119,1131,1122.6,7885,1,"CG475_03190","CG988_04807","AB3_01760","AT6_04438",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g000077_2","g000077_2",NA,"hypothetical protein",50,8,25,1.08,1,2,1,2,1,2,27,"hypothetical protein(28)","NA(28)",162,285,197.46,7887,1,NA,NA,NA,NA,"CG415_03001;CG415_03430",NA,NA,NA,NA,NA,NA,NA,NA
"g005489","g005489",NA,"hypothetical protein",50,14,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",198,843,803.64,7894,1,NA,"CG988_05536","AB3_04954","AT6_04337",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g008375_000004","g008375",NA,"hypothetical protein",90,6,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",129,180,166.44,7896,1,NA,"CG988_01260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006282","g006282",NA,"hypothetical protein",50,11,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",312,816,755.52,7897,1,"CG475_01776","CG988_04109","AB3_01400","AT6_03682",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g010437_000001","g010437",NA,"hypothetical protein",60,6,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",396,669,656.64,7903,1,NA,NA,NA,NA,NA,"CG102_03293",NA,"ICMP10754_02235","SBV_10752_02785","CG1000_03508","K306_05002","NCPPB3554_04851",NA
"g005838","g005838",NA,"hypothetical protein",50,13,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",435,465,447.12,7908,1,NA,"CG988_00189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g005885_2_000005","g005885_2","apc3","Acetophenone carboxylase gamma subunit",70,2,25,1,1,1,0,0,0,0,25,"Acetophenone carboxylase gamma subunit(25)","apc3(25)",2052,2058,2057.04,7911,1,"CG475_02631","CG988_02376","AB3_03485","AT6_03776","CG415_02420","CG102_03383","CG412_01541","ICMP10754_02985","SBV_10752_02942","CG1000_03565","K306_00032","NCPPB3554_00019",NA
"g011781_000001","g011781",NA,"hypothetical protein",60,5,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",492,504,499.8,7913,1,"CG475_02709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g010368_000001","g010368","gltC","HTH-type transcriptional regulator GltC",60,6,25,1,1,1,0,0,0,0,25,"HTH-type transcriptional regulator GltC(18):hypothetical protein(3):Dihydroanticapsin 7-dehydrogenase(3):HTH-type transcriptional regulator CynR(1)","gltC(18):bacC(3):NA(3):cynR(1)",348,864,787.32,7917,1,NA,NA,NA,NA,NA,NA,NA,NA,"SBV_10752_03404",NA,"K306_00277","NCPPB3554_04025",NA
"g008071_000002","g008071",NA,"hypothetical protein",70,7,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",210,738,445.08,7918,1,NA,NA,NA,NA,"CG415_02380","CG102_03356","CG412_01462","ICMP10754_02376","SBV_10752_02909","CG1000_03452","K306_02680","NCPPB3554_02025","CG516_04489"
"g018336_000002","g018336",NA,"hypothetical protein",70,3,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",474,477,476.4,7920,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_00209"
"g011478_000003","g011478",NA,"hypothetical protein",80,5,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",1122,1137,1125,7926,1,"CG475_03729",NA,NA,NA,"CG415_01696",NA,NA,NA,NA,NA,NA,NA,NA
"g014496","g014496",NA,"hypothetical protein",50,4,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",270,270,270,7931,1,"CG475_04617","CG988_05204","AB3_05247","AT6_02384","CG415_00988",NA,NA,NA,NA,NA,NA,NA,NA
"g021324_000003","g021324",NA,"hypothetical protein",80,2,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",957,963,962.04,7933,1,"CG475_02634","CG988_02373","AB3_03482","AT6_03779","CG415_02423","CG102_03379","CG412_01537","ICMP10754_02989","SBV_10752_02946","CG1000_03561","K306_00028","NCPPB3554_00015",NA
"g006678_1_000003","g006678_1",NA,"hypothetical protein",80,8,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",1452,1464,1458,7934,1,NA,NA,NA,NA,"CG415_01410","CG102_03274",NA,"ICMP10754_02254","SBV_10752_02804","CG1000_03489","K306_05021","NCPPB3554_04870",NA
"g014986_000004","g014986",NA,"hypothetical protein",90,3,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",1554,2157,2125.2,7935,1,"CG475_04963","CG988_03589","AB3_00101","AT6_00132","CG415_02877","CG102_00877","CG412_01004","ICMP10754_04436","SBV_10752_03061","CG1000_02011","K306_00620","NCPPB3554_03683","CG516_04363"
"g033679_000006","g033679",NA,"hypothetical protein",98,1,25,1,1,1,0,0,0,0,25,"hypothetical protein(25)","NA(25)",339,501,494.52,7940,1,NA,NA,NA,NA,"CG415_01645","CG102_02821","CG412_04453","ICMP10754_05002","SBV_10752_04862","CG1000_02922","K306_01055","NCPPB3554_01390","CG516_04923"
"g030666_000006","g030666","treS","Trehalose synthase/amylase TreS",98,1,25,1,1,1,0,0,0,0,25,"Trehalose synthase/amylase TreS(24):hypothetical protein(1)","treS(24):NA(1)",420,1662,1612.32,7942,1,NA,NA,NA,NA,NA,"CG102_03926",NA,NA,NA,NA,NA,NA,NA
"g016328_000001","g016328","feaR","Transcriptional activator FeaR",60,3,25,1,1,1,0,0,0,0,25,"Transcriptional activator FeaR(24):Transcriptional activator NphR(1)","feaR(24):nphR(1)",957,960,959.64,7944,1,"CG475_01175","CG988_01351","AB3_02278","AT6_02122","CG415_03145","CG102_00989",NA,"ICMP10754_00619","SBV_10752_01331","CG1000_03028","K306_04793","NCPPB3554_04610","CG516_00565"
"g000721_3","g000721_3",NA,"hypothetical protein",50,18,25,1.16,1,2,1,4,1,4,29,"hypothetical protein(30)","NA(30)",261,900,376.6,7950,1,NA,"CG988_02652",NA,"(AT6_00606:AT6_05357)",NA,NA,NA,"ICMP10754_04647;ICMP10754_05101",NA,"CG1000_02222;CG1000_02715",NA,NA,NA
