"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","R90","R891"
"g011834_000001","g011834",NA,"hypothetical protein",60,5,12,1,1,1,1,0,1,0,12,"hypothetical protein(13)","NA(13)",135,516,444.46,10615,1,"R90_01600","R891_03047"
"g010272_000001","g010272","traR","hypothetical protein",60,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(9):putative transcriptional activator protein TraR(3)","NA(9):traR(3)",612,750,711,10631,1,"R90_04207","R891_02918"
"g010554","g010554",NA,"hypothetical protein",50,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",123,123,123,10682,1,"R90_02361","R891_00518"
"g011977","g011977",NA,"hypothetical protein",50,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",189,231,204,10718,1,"R90_00732","R891_04128"
"g010829_000002","g010829",NA,"hypothetical protein",70,6,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",420,438,429,10724,1,"R90_01502","R891_00740"
"g011319_000001","g011319",NA,"hypothetical protein",60,5,12,1,1,1,0,0,0,0,12,"hypothetical protein(12)","NA(12)",924,1362,1079,10775,1,"R90_00800","R891_04060"
"g009246","g009246","rbtD","Ribitol 2-dehydrogenase",50,7,12,1,1,1,2,0,2,0,12,"Ribitol 2-dehydrogenase(7):hypothetical protein(4):2-(R)-hydroxypropyl-CoM dehydrogenase(2):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(1)","rbtD(7):NA(4):xecD(2):hcaB(1)",357,834,709.07,10776,1,"(R90_00386:R90_01845)","(R891_00001:R891_03866)"
"g001763_2","g001763_2","yhdW","Putative amino-acid ABC transporter-binding protein YhdW",50,7,12,1,1,1,0,0,0,0,12,"Putative amino-acid ABC transporter-binding protein YhdW(12)","yhdW(12)",1008,1044,1023.75,10821,1,"R90_04162","R891_02873"
"g009629_000003","g009629",NA,"Pentapeptide repeat protein",80,7,12,1.25,1,2,0,3,0,3,15,"Pentapeptide repeat protein(11):hypothetical protein(4)","NA(15)",381,381,381,10822,1,"R90_02140;R90_04224","R891_00296;R891_02935"
"g009946_000002","g009946","iucD","L-lysine N6-monooxygenase",70,6,11,1,1,1,0,0,0,0,11,"L-lysine N6-monooxygenase(11)","iucD(11)",1320,1326,1323,10852,1,"R90_03380","R891_02104"
"g009800_000001","g009800",NA,"hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1188,1206,1189.64,10852,2,"R90_03379","R891_02103"
"g010026_000001","g010026","iucB","hypothetical protein",60,6,11,1,1,1,0,0,0,0,11,"hypothetical protein(6):N(6)-hydroxylysine O-acetyltransferase(5)","NA(6):iucB(5)",606,612,606.55,10852,3,"R90_03378","R891_02102"
"g011411_000003","g011411","iucC","Aerobactin synthase",80,5,11,1,1,1,0,0,0,0,11,"Aerobactin synthase(11)","iucC(11)",1821,1824,1821.27,10852,4,"R90_03377","R891_02101"
"g008934","g008934",NA,"hypothetical protein",50,7,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",201,759,674.18,10910,1,"R90_00981","R891_04494"
"g002055_2","g002055_2",NA,"hypothetical protein",50,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",243,246,245.45,10912,1,"R90_04075","R891_02786"
"g011664_000001","g011664","pgrR","HTH-type transcriptional regulator PgrR",60,5,11,1,1,1,0,0,0,0,11,"HTH-type transcriptional regulator PgrR(11)","pgrR(11)",912,987,929.73,10916,1,"R90_00801","R891_04059"
"g007537","g007537",NA,"hypothetical protein",50,9,11,1.55,1,2,0,6,0,6,17,"hypothetical protein(17)","NA(17)",198,750,404.65,10943,1,"R90_00405;R90_01022","R891_03887"
"g000339_2_000006","g000339_2",NA,"D-threonine aldolase",70,6,11,1,1,1,0,0,0,0,11,"D-threonine aldolase(11)","NA(11)",1080,1080,1080,10982,1,"R90_00394","R891_03874"
"g010659_000001","g010659","socB","DNA replication inhibitor toxin SocB",60,6,11,1,1,1,0,0,0,0,11,"DNA replication inhibitor toxin SocB(11)","socB(11)",390,726,654,10997,1,"R90_03861","R891_02572"
"g014408_000001","g014408",NA,"hypothetical protein",60,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",327,351,331.36,11000,1,"R90_01832","R891_04521"
"g011955","g011955",NA,"hypothetical protein",50,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",822,852,843.82,11013,1,"R90_01334","R891_00908"
"g009906_000003","g009906","amiD","Putative amidase AmiD",80,6,11,1,1,1,0,0,0,0,11,"Putative amidase AmiD(7):Glutamyl-tRNA(Gln) amidotransferase subunit A(4)","amiD(7):gatA(4)",1413,1518,1429.91,11065,1,"R90_04253","R891_02964"
"g004532_2_000002","g004532_2","sotB","sugar efflux transporter",60,4,11,1,1,1,0,0,0,0,11,"sugar efflux transporter(6):hypothetical protein(5)","sotB(6):NA(5)",279,1344,1153.09,11097,1,"R90_04242","R891_02953"
"g012663_000001","g012663",NA,"hypothetical protein",60,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",291,5175,2735.18,11107,1,"R90_01005","R891_04509"
"g013499","g013499",NA,"hypothetical protein",50,4,11,1.36,1,2,0,4,0,4,15,"hypothetical protein(15)","NA(15)",897,951,918.2,11119,1,"R90_04226","R891_02937"
"g008839","g008839",NA,"IS5 family transposase ISPye39",50,7,11,1,1,1,0,0,0,0,11,"IS5 family transposase ISPye39(9):hypothetical protein(2)","NA(11)",270,567,337.09,11123,1,"R90_04300","R891_03012"
"g010298_1_000006","g010298_1",NA,"hypothetical protein",95,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",123,699,277.91,11135,1,"R90_04071","R891_02782"
"g012297_000003","g012297",NA,"hypothetical protein",80,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",336,405,342.27,11136,1,"R90_00016","R891_03496"
"g011991","g011991",NA,"hypothetical protein",50,5,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",195,279,244.09,11137,1,"R90_04069","R891_02780"
"g014289_000002","g014289","murQ","N-acetylmuramic acid 6-phosphate etherase",70,4,11,1,1,1,0,0,0,0,11,"N-acetylmuramic acid 6-phosphate etherase(11)","murQ(11)",891,900,893.73,11176,1,"R90_03209","R891_01933"
"g007925_1_000003","g007925_1",NA,"hypothetical protein",80,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",1194,1194,1194,11184,1,"R90_03858","R891_02569"
"g013995_000001","g013995",NA,"hypothetical protein",60,4,11,1,1,1,0,0,0,0,11,"hypothetical protein(11)","NA(11)",198,237,201.55,11187,1,"R90_02797","R891_01841"
"g002230_2","g002230_2","phnM","Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase",50,4,11,1,1,1,0,0,0,0,11,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase(11)","phnM(11)",330,1149,1073.73,11193,1,"R90_03268","R891_01992"
"g012858","g012858","glgB","1%2C4-alpha-glucan branching enzyme GlgB",50,4,11,1,1,1,2,0,2,0,11,"1%2C4-alpha-glucan branching enzyme GlgB(7):Malto-oligosyltrehalose trehalohydrolase(4):hypothetical protein(2)","glgB(7):treZ(4):NA(2)",540,1800,1514.77,11243,1,"R90_03255","R891_01979"
"g011143_000001","g011143",NA,"hypothetical protein",60,5,11,1.18,1,2,0,2,0,2,13,"hypothetical protein(13)","NA(13)",1860,1899,1893.69,11255,1,"R90_00986","R891_04489"
"g017938_000002","g017938",NA,"hypothetical protein",70,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",234,336,244.2,11291,1,"R90_02561","R891_01605"
"g017179_000003","g017179","ecfG","ECF RNA polymerase sigma factor EcfG",80,3,10,1,1,1,0,0,0,0,10,"ECF RNA polymerase sigma factor EcfG(10)","ecfG(10)",510,510,510,11291,2,"R90_02560","R891_01604"
"g017866_000005","g017866",NA,"putative oxidoreductase",95,3,10,1,1,1,0,0,0,0,10,"putative oxidoreductase(10)","NA(10)",360,747,669.6,11311,1,"R90_00702","R891_04158"
"g011204_1_000006","g011204_1",NA,"hypothetical protein",90,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1191,1191,1191,11311,2,"R90_00703","R891_04157"
"g014784_000001","g014784",NA,"hypothetical protein",60,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",741,744,741.9,11355,1,"R90_00032","R891_03512"
"g014525_000001","g014525",NA,"hypothetical protein",60,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",207,231,226.2,11389,1,"R90_04254","R891_02965"
"g010030_1_000003","g010030_1",NA,"hypothetical protein",80,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",606,609,608.4,11391,1,"R90_04073","R891_02784"
"g010675","g010675",NA,"hypothetical protein",50,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",366,369,366.6,11402,1,"R90_02931","R891_01306"
"g010534","g010534","cpnA","Cyclopentanol dehydrogenase",50,6,10,1,1,1,0,0,0,0,10,"Cyclopentanol dehydrogenase(5):hypothetical protein(2):3-oxoacyl-[acyl-carrier-protein] reductase FabG(1):Cyclic-di-GMP-binding biofilm dispersal mediator protein(1):Dihydroanticapsin 7-dehydrogenase(1)","cpnA(5):NA(2):bdcA(1):bacC(1):fabG(1)",141,786,628.5,11440,1,"R90_00568","R891_04303"
"g015118_000002","g015118","egtB","Hercynine oxygenase",70,3,10,1,1,1,0,0,0,0,10,"Hercynine oxygenase(8):hypothetical protein(2)","egtB(8):NA(2)",1287,2055,1898.4,11444,1,"R90_03376","R891_02100"
"g017613_000002","g017613",NA,"hypothetical protein",70,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",861,867,861.6,11461,1,"R90_03460","R891_02184"
"g012464_000001","g012464",NA,"hypothetical protein",60,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",414,420,414.6,11468,1,"R90_04344","R891_03464"
"g008767","g008767","tetA","Tetracycline resistance protein%2C class B",50,7,10,1,1,1,0,0,0,0,10,"Tetracycline resistance protein%2C class B(9):hypothetical protein(1)","tetA(9):NA(1)",258,1263,1145.7,11479,1,"R90_04168","R891_02879"
"g012782_000005","g012782","btuD","Vitamin B12 import ATP-binding protein BtuD",95,4,10,1,1,1,0,0,0,0,10,"Vitamin B12 import ATP-binding protein BtuD(10)","btuD(10)",966,966,966,11486,1,"R90_00528","R891_04008"
"g009902_000001","g009902","hin","DNA-invertase hin",60,6,10,1.2,1,2,0,2,0,2,12,"DNA-invertase hin(11):Transposon gamma-delta resolvase(1)","hin(11):tnpR(1)",546,558,552,11498,1,"R90_01433","R891_00810"
"g014390","g014390",NA,"hypothetical protein",50,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",357,375,369,11540,1,"R90_00098","R891_03578"
"g012826","g012826",NA,"hypothetical protein",50,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1569,1602,1573.5,11552,1,"R90_02824","R891_01868"
"g016146_000003","g016146","pgrR","HTH-type transcriptional regulator PgrR",80,3,10,1,1,1,0,0,0,0,10,"HTH-type transcriptional regulator PgrR(10)","pgrR(10)",945,963,949.8,11601,1,"R90_00667","R891_04204"
"g004495_2","g004495_2","emrK","putative multidrug resistance protein EmrK",50,8,10,1,1,1,0,0,0,0,10,"putative multidrug resistance protein EmrK(8):p-hydroxybenzoic acid efflux pump subunit AaeA(1):Multidrug export protein EmrA(1)","emrK(8):emrA(1):aaeA(1)",606,1194,1083.3,11606,1,"R90_04134","R891_02846"
"g010400_000002","g010400",NA,"hypothetical protein",70,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1092,1116,1113.6,11628,1,"R90_03983","R891_02694"
"g014692_000001","g014692","actIII","Putative ketoacyl reductase",60,4,10,1,1,1,0,0,0,0,10,"Putative ketoacyl reductase(8):Oxidoreductase UcpA(1):Dihydroanticapsin 7-dehydrogenase(1)","actIII(8):ucpA(1):bacC(1)",723,726,723.3,11682,1,"R90_00802","R891_04058"
"g013818_000001","g013818",NA,"hypothetical protein",60,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",444,654,600,11714,1,"R90_01013","R891_04517"
"g010930","g010930",NA,"hypothetical protein",50,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",735,744,738.3,11716,1,"R90_02938","R891_01313"
"g004105_2","g004105_2","estB","hypothetical protein",50,7,10,1.2,1,2,0,2,0,2,12,"hypothetical protein(9):Carboxylesterase 2(3)","NA(9):estB(3)",594,600,597.5,11719,1,"R90_00458;R90_04219","R891_02930;R891_03939"
"g010613_000003","g010613",NA,"hypothetical protein",80,5,10,1.2,1,2,0,2,0,2,12,"hypothetical protein(12)","NA(12)",267,450,421,11724,1,"R90_00459;R90_04220","R891_02931;R891_03940"
"g017701_000003","g017701","gspK","Glucosamine kinase GspK",80,3,10,1,1,1,0,0,0,0,10,"Glucosamine kinase GspK(10)","gspK(10)",888,888,888,11730,1,"R90_03208","R891_01932"
"g010297","g010297",NA,"hypothetical protein",50,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",306,543,495.9,11731,1,"R90_04495","R891_03313"
"g003730_2_000006","g003730_2",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1077,1086,1083,11742,1,"R90_00602","R891_04269"
"g015464_000002","g015464","fruK","Fructose import ATP-binding protein FruK",70,3,9,1,1,1,0,0,0,0,9,"Fructose import ATP-binding protein FruK(6):Ribose import ATP-binding protein RbsA(2):Xylose import ATP-binding protein XylG(1)","fruK(6):rbsA(2):xylG(1)",1461,1485,1477,11742,2,"R90_00601","R891_04270"
"g002538_2_000004","g002538_2","rbsC","Ribose import permease protein RbsC",70,3,9,1,1,1,0,0,0,0,9,"Ribose import permease protein RbsC(9)","rbsC(9)",966,984,970,11742,3,"R90_00600","R891_04271"
"g016196_000002","g016196","lsrD","hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(8):Autoinducer 2 import system permease protein LsrD(1)","NA(8):lsrD(1)",936,936,936,11742,4,"R90_00599","R891_04272"
"g014791_000001","g014791","kynB","Kynurenine formamidase",60,4,9,1,1,1,0,0,0,0,9,"Kynurenine formamidase(9)","kynB(9)",738,780,766.67,11742,5,"R90_00598","R891_04273"
"g009390_000001","g009390",NA,"hypothetical protein",60,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",354,777,600.33,11785,1,"R90_01438","R891_00805"
"g012302_000002","g012302",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",333,333,333,11785,2,"R90_01437","R891_00806"
"g013601_000001","g013601",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",612,618,613.33,11817,1,"R90_02285","R891_00442"
"g012403_000002","g012403",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",438,462,448.67,11835,1,"R90_00825","R891_04406"
"g016584_000003","g016584",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",504,504,504,11836,1,"R90_00203","R891_03683"
"g021586_000003","g021586","gntR","HTH-type transcriptional regulator GntR",80,2,9,1,1,1,0,0,0,0,9,"HTH-type transcriptional regulator GntR(9)","gntR(9)",1050,1083,1057.33,11847,1,"R90_04442","R891_03366"
"g011907_000003","g011907",NA,"hypothetical protein",80,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",735,1113,974.33,11905,1,"R90_00870","R891_04361"
"g011399_000002","g011399","pgtP","hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(7):Phosphoglycerate transporter protein(2)","NA(7):pgtP(2)",1188,1209,1201.67,11908,1,"R90_01403","R891_00840"
"g012025_000001","g012025",NA,"hypothetical protein",60,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",186,270,244.67,11944,1,"R90_00433","R891_03914"
"g006948_1_000003","g006948_1",NA,"hypothetical protein",70,9,9,1.11,1,2,1,1,1,1,10,"hypothetical protein(11)","NA(11)",150,633,450.82,11945,1,"R90_03856","R891_02567"
"g005262_2","g005262_2","emrB","Multidrug export protein EmrB",50,7,9,1,1,1,0,0,0,0,9,"Multidrug export protein EmrB(9)","emrB(9)",1563,1599,1588,11971,1,"R90_04133","R891_02845"
"g011775_000001","g011775",NA,"hypothetical protein",60,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",534,534,534,11974,1,"R90_00150","R891_03630"
"g015893_000003","g015893",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1521,1539,1525,11980,1,"R90_00759","R891_04101"
"g007708_1_000005","g007708_1",NA,"hypothetical protein",90,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",240,240,240,12032,1,"R90_01653","R891_03100"
"g013734_000002","g013734",NA,"hypothetical protein",70,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",495,780,647.67,12072,1,"R90_01260","R891_00982"
"g013619","g013619",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",582,585,584.33,12080,1,"R90_03030","R891_01405"
"g023219_000002","g023219",NA,"hypothetical protein",70,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",162,162,162,12148,1,"R90_03643","R891_02367"
"g003186_2_000019","g003186_2","fdhA","putative zinc-binding alcohol dehydrogenase",90,3,9,1,1,1,0,0,0,0,9,"putative zinc-binding alcohol dehydrogenase(7):Glutathione-independent formaldehyde dehydrogenase(2)","NA(7):fdhA(2)",1164,1164,1164,12156,1,"R90_00730","R891_04130"
"g014464_000002","g014464",NA,"hypothetical protein",70,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",321,333,322.33,12162,1,"R90_01121","R891_01123"
"g014474","g014474",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",252,441,302,12168,1,"R90_00254","R891_03734"
"g010451_000001","g010451","azoB","NAD(P)H azoreductase",60,6,9,1,1,1,0,0,0,0,9,"NAD(P)H azoreductase(5):hypothetical protein(4)","azoB(5):NA(4)",384,864,719,12169,1,"R90_00975","R891_04467"
"g008708_000002","g008708","bclA","Benzoate--CoA ligase",70,7,9,1,1,1,0,0,0,0,9,"Benzoate--CoA ligase(9)","bclA(9)",1611,1665,1622,12214,1,"R90_00647","R891_04224"
"g018244_000005","g018244","cynT","hypothetical protein",95,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(8):Carbonic anhydrase(1)","NA(8):cynT(1)",441,744,710.33,12237,1,"R90_01582","R891_00660"
"g014314_000002","g014314",NA,"hypothetical protein",70,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",840,843,841.88,12340,1,"R90_04408","R891_03399"
"g013719","g013719",NA,"hypothetical protein",50,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",492,498,492.75,12364,1,"R90_04121","R891_02832"
"g013516_000001","g013516","hcaB","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase",60,4,8,1,1,1,0,0,0,0,8,"3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(8)","hcaB(8)",888,984,941.25,12364,2,"R90_04122","R891_02833"
"g010277_1_000004","g010277_1",NA,"hypothetical protein",80,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(7):putative protein(1)","NA(8)",381,585,457.5,12418,1,"R90_01460","R891_00783"
"g010290","g010290",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",249,579,294.75,12455,1,"R90_01439","R891_00804"
"g013346_000002","g013346",NA,"hypothetical protein",70,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",288,288,288,12502,1,"R90_00496","R891_03976"
"g018058","g018058",NA,"hypothetical protein",50,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",240,402,288,12546,1,"R90_00761","R891_04099"
"g009788_000002","g009788",NA,"hypothetical protein",70,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1350,1422,1373.62,12606,1,"R90_01436","R891_00807"
"g014503_000002","g014503",NA,"hypothetical protein",70,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",390,465,413.62,12619,1,"R90_00202","R891_03682"
"g009809","g009809","metC","Cystathionine beta-lyase MetC",50,6,8,1,1,1,0,0,0,0,8,"Cystathionine beta-lyase MetC(5):Cystathionine beta-lyase(3)","metC(8)",1164,1215,1195.12,12621,1,"R90_04097","R891_02808"
"g011772_000001","g011772",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",525,564,559.12,12704,1,"R90_03482","R891_02206"
"g020944","g020944",NA,"hypothetical protein",50,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",252,711,366.75,12709,1,"R90_00413","R891_03894"
"g011019_000003","g011019",NA,"Putative antitoxin VapB45",80,6,8,1,1,1,0,0,0,0,8,"Putative antitoxin VapB45(8)","NA(8)",714,726,721.5,12714,1,"R90_02501","R891_01545"
"g023078_000003","g023078",NA,"hypothetical protein",80,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",183,252,216,12723,1,"R90_02801","R891_01845"
"g010538","g010538",NA,"hypothetical protein",50,6,8,1.25,1,2,0,2,0,2,10,"hypothetical protein(10)","NA(10)",147,468,382.8,12732,1,"R90_03716;R90_03717","R891_02441;R891_02442"
"g011899","g011899","azoB","hypothetical protein",50,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(5):NAD(P)H azoreductase(3)","NA(5):azoB(3)",462,924,858,12737,1,"R90_04194","R891_02905"
"g012511_1_000003","g012511_1",NA,"hypothetical protein",70,4,8,1.12,1,2,0,1,0,1,9,"hypothetical protein(9)","NA(9)",276,315,284.67,12750,1,"R90_03347","R891_02072"
"g023414_000001","g023414",NA,"hypothetical protein",60,2,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",132,201,183.75,12814,1,"R90_02712","R891_01756"
"g012528_000001","g012528",NA,"hypothetical protein",60,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",744,744,744,12828,1,"R90_03084",NA
"g004893_2","g004893_2",NA,"hypothetical protein",50,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",699,903,852,12868,1,"R90_00658","R891_04213"
"g011317_000004","g011317","hin","DNA-invertase hin",90,5,7,1,1,1,0,0,0,0,7,"DNA-invertase hin(7)","hin(7)",543,549,545.14,12941,1,"R90_03757","R891_02482"
"g014113_000002","g014113",NA,"hypothetical protein",70,4,7,1,1,1,0,0,0,0,7,"hypothetical protein(7)","NA(7)",150,357,300,12941,2,"R90_03756","R891_02481"
"g012171_000001","g012171","yclQ","putative ABC transporter solute-binding protein YclQ",60,5,7,1,1,1,0,0,0,0,7,"putative ABC transporter solute-binding protein YclQ(7)","yclQ(7)",894,912,904.29,12951,1,"R90_00498","R891_03978"
