"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","X17_2069_2c","X17_2069_2b"
"g022635_000001","g022635",NA,"hypothetical protein",60,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",516,534,522,14081,1,"17_2069_2c_00012","17_2069_2b_00014"
"g011749","g011749",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",579,723,647.5,14099,1,"17_2069_2c_02103","17_2069_2b_02103"
"g013687_1_000003","g013687_1",NA,"hypothetical protein",70,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",507,555,521,14103,1,"17_2069_2c_01164","17_2069_2b_01165"
"g012577_000003","g012577",NA,"hypothetical protein",80,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",813,822,816,14104,1,"17_2069_2c_02114","17_2069_2b_02114"
"g011498","g011498","nemR","HTH-type transcriptional repressor NemR",50,5,6,1,1,1,0,0,0,0,6,"HTH-type transcriptional repressor NemR(6)","nemR(6)",573,603,598,14116,1,"17_2069_2c_06959","17_2069_2b_06958"
"g014038","g014038",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",174,186,182,14126,1,"17_2069_2c_05777","17_2069_2b_05778"
"g011337","g011337","rpfG","Cyclic di-GMP phosphodiesterase response regulator RpfG",50,5,6,1,1,1,0,0,0,0,6,"Cyclic di-GMP phosphodiesterase response regulator RpfG(6)","rpfG(6)",1086,1134,1111,14144,1,"17_2069_2c_02198","17_2069_2b_02198"
"g016618_000002","g016618",NA,"hypothetical protein",70,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",291,378,320,14179,1,"17_2069_2c_03842","17_2069_2b_03617"
"g017793","g017793",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",903,906,904.5,14181,1,"17_2069_2c_01697","17_2069_2b_01697"
"g012079_1_000003","g012079_1",NA,"hypothetical protein",80,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",696,726,713,14194,1,"17_2069_2c_06602","17_2069_2b_06599"
"g017193","g017193",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",186,195,189.5,14198,1,"17_2069_2c_03845","17_2069_2b_03614"
"g007346_2_000014","g007346_2","yecS","L-cystine transport system permease protein YecS",95,4,6,1,1,1,0,0,0,0,6,"L-cystine transport system permease protein YecS(6)","yecS(6)",675,675,675,14211,1,"17_2069_2c_07586","17_2069_2b_07583"
"g000137_4","g000137_4","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",50,5,6,1,1,1,0,0,0,0,6,"putative D%2CD-dipeptide transport system permease protein DdpC(6)","ddpC(6)",858,897,864.5,14219,1,"17_2069_2c_02001","17_2069_2b_02001"
"g017567_000002","g017567",NA,"hypothetical protein",70,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",462,687,574.5,14229,1,"17_2069_2c_06727","17_2069_2b_06724"
"g011259_000002","g011259",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1212,1260,1222.5,14236,1,"17_2069_2c_06837","17_2069_2b_06836"
"g011934_000002","g011934","tdh","L-threonine 3-dehydrogenase",70,5,6,1.33,1,3,0,1,0,2,8,"L-threonine 3-dehydrogenase(5):hypothetical protein(3)","tdh(5):NA(3)",246,903,692.25,14265,1,"17_2069_2c_06659","17_2069_2b_06656"
"g012586_000001","g012586",NA,"hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",393,399,394,14269,1,"17_2069_2c_03672","17_2069_2b_03787"
"g005812_2_000001","g005812_2",NA,"hypothetical protein",60,6,6,1,1,1,1,0,1,0,6,"hypothetical protein(7)","NA(7)",225,249,232.29,14274,1,"17_2069_2c_03204","17_2069_2b_04255"
"g012316","g012316",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",249,255,252,14280,1,"17_2069_2c_03836","17_2069_2b_03623"
"g012308_000001","g012308",NA,"hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",330,426,346,14308,1,"17_2069_2c_03959","17_2069_2b_03500"
"g011606","g011606","blaP","Beta-lactamase",50,5,6,1,1,1,0,0,0,0,6,"Beta-lactamase(5):Beta-lactamase TEM(1)","blaP(5):bla(1)",861,900,889.5,14312,1,"17_2069_2c_07010","17_2069_2b_07009"
"g014675_000003","g014675",NA,"hypothetical protein",80,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",462,462,462,14322,1,"17_2069_2c_04272","17_2069_2b_04385"
"g010074_000002","g010074","sttH","Streptothricin hydrolase",70,6,6,1,1,1,1,0,1,0,6,"Streptothricin hydrolase(7)","sttH(7)",255,591,503.14,14340,1,"17_2069_2c_01351","17_2069_2b_01351"
"g009137_3","g009137_3","linC","putative oxidoreductase",50,3,6,1,1,1,0,0,0,0,6,"putative oxidoreductase(2):2%2C5-dichloro-2%2C5-cyclohexadiene-1%2C4-diol dehydrogenase(2):hypothetical protein(1):2-keto-3-deoxy-L-fuconate dehydrogenase(1)","NA(2):linC(2):fabG2(2)",315,774,647.5,14354,1,"17_2069_2c_04867","17_2069_2b_04960"
"g012010_000002","g012010","gcvA","Glycine cleavage system transcriptional activator",70,5,6,1,1,1,0,0,0,0,6,"Glycine cleavage system transcriptional activator(6)","gcvA(6)",891,906,893.5,14383,1,"17_2069_2c_05427","17_2069_2b_05428"
"g011745","g011745",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",252,585,495,14385,1,"17_2069_2c_04776","17_2069_2b_04869"
"g006158_2","g006158_2",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",321,393,367,14388,1,"17_2069_2c_02820","17_2069_2b_02920"
"g007158_2","g007158_2","vjbR","HTH-type quorum sensing-dependent transcriptional regulator VjbR",50,3,6,1,1,1,0,0,0,0,6,"HTH-type quorum sensing-dependent transcriptional regulator VjbR(3):hypothetical protein(2):Transcriptional activator protein AnoR(1)","vjbR(3):NA(2):anoR(1)",720,735,731.5,14406,1,"17_2069_2c_02037","17_2069_2b_02037"
"g012973_000001","g012973",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1113,1218,1174.5,14444,1,"17_2069_2c_04715","17_2069_2b_04808"
"g013768_000003","g013768","fitB","Toxin FitB",80,4,6,1,1,1,0,0,0,0,6,"Toxin FitB(3):hypothetical protein(2):tRNA(fMet)-specific endonuclease VapC(1)","fitB(3):NA(2):vapC(1)",417,483,440,14453,1,"17_2069_2c_04443","17_2069_2b_04537"
"g011379","g011379",NA,"putative sugar-binding periplasmic protein",50,5,6,1,1,1,0,0,0,0,6,"putative sugar-binding periplasmic protein(6)","NA(6)",1242,1248,1247,14476,1,"17_2069_2c_01583","17_2069_2b_01583"
"g011335_000001","g011335",NA,"hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1152,1179,1158,14482,1,"17_2069_2c_06050","17_2069_2b_06047"
"g013661","g013661",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",561,570,566.5,14493,1,"17_2069_2c_05017","17_2069_2b_05110"
"g016808","g016808",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",429,483,463,14508,1,"17_2069_2c_04390","17_2069_2b_04484"
"g014201_000001","g014201",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",690,783,725,14510,1,"17_2069_2c_04981","17_2069_2b_05074"
"g008524_2_000003","g008524_2",NA,"hypothetical protein",80,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",438,438,438,14524,1,"17_2069_2c_02270","17_2069_2b_02270"
"g011093","g011093","flgE","Flagellar hook protein FlgE",50,5,6,1,1,1,0,0,0,0,6,"Flagellar hook protein FlgE(6)","flgE(6)",438,1269,758,14537,1,"17_2069_2c_05882","17_2069_2b_05883"
"g012544","g012544",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",324,780,412.5,14540,1,"17_2069_2c_05443","17_2069_2b_05444"
"g014722","g014722",NA,"hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",291,759,597,14562,1,"17_2069_2c_02515","17_2069_2b_02515"
"g012362_000001","g012362",NA,"hypothetical protein",60,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",204,237,227.5,14564,1,"17_2069_2c_01456","17_2069_2b_01456"
"g012072_000001","g012072",NA,"hypothetical protein",60,5,6,1.17,1,2,0,1,0,1,7,"hypothetical protein(7)","NA(7)",141,141,141,14568,1,"17_2069_2c_03841","17_2069_2b_03618"
"g012232_000002","g012232",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",1071,1077,1073.5,14580,1,"17_2069_2c_02409","17_2069_2b_02409"
"g007940_2","g007940_2","puuC","NADP/NAD-dependent aldehyde dehydrogenase PuuC",50,3,6,1,1,1,0,0,0,0,6,"NADP/NAD-dependent aldehyde dehydrogenase PuuC(6)","puuC(6)",1482,1491,1486.5,14599,1,"17_2069_2c_04232","17_2069_2b_04331"
"g003996_2","g003996_2","yfcG","Disulfide-bond oxidoreductase YfcG",50,5,6,1,1,1,0,0,0,0,6,"Disulfide-bond oxidoreductase YfcG(6)","yfcG(6)",699,708,705.5,14624,1,"17_2069_2c_00366","17_2069_2b_00368"
"g024072","g024072",NA,"hypothetical protein",50,2,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",798,906,870,14628,1,"17_2069_2c_06649","17_2069_2b_06646"
"g011786","g011786",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",480,513,500.5,14631,1,"17_2069_2c_04416","17_2069_2b_04510"
"g010303","g010303","yecD","Isochorismatase family protein YecD",50,6,6,1.33,1,2,0,2,0,2,8,"Isochorismatase family protein YecD(8)","yecD(8)",564,567,566.62,14632,1,"17_2069_2c_03040;17_2069_2c_06476","17_2069_2b_03139;17_2069_2b_06473"
"g011819_000002","g011819",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",489,489,489,14636,1,"17_2069_2c_01711","17_2069_2b_01711"
"g017127","g017127",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",531,531,531,14642,1,"17_2069_2c_04849","17_2069_2b_04942"
"g014695_000001","g014695","rppH","RNA pyrophosphohydrolase",60,4,6,1,1,1,0,0,0,0,6,"RNA pyrophosphohydrolase(6)","rppH(6)",399,417,408,14650,1,"17_2069_2c_03213","17_2069_2b_04246"
"g013350_000002","g013350","fda","Fructose-bisphosphate aldolase class 1",70,4,6,1,1,1,0,0,0,0,6,"Fructose-bisphosphate aldolase class 1(6)","fda(6)",897,915,906,14659,1,"17_2069_2c_01580","17_2069_2b_01580"
"g011705_000003","g011705","cefE","hypothetical protein",80,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(4):Deacetoxycephalosporin C synthase(2)","NA(4):cefE(2)",996,996,996,14662,1,"17_2069_2c_05350","17_2069_2b_05351"
"g012429_000002","g012429",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",417,429,427,14666,1,"17_2069_2c_01714","17_2069_2b_01714"
"g013677_000002","g013677","tauB","Taurine import ATP-binding protein TauB",70,4,6,1,1,1,0,0,0,0,6,"Taurine import ATP-binding protein TauB(6)","tauB(6)",789,792,789.5,14687,1,"17_2069_2c_06976","17_2069_2b_06975"
"g014939","g014939","ydfG","hypothetical protein",50,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(4):NADP-dependent 3-hydroxy acid dehydrogenase YdfG(2)","NA(4):ydfG(2)",726,729,728,14699,1,"17_2069_2c_01426","17_2069_2b_01426"
"g015083","g015083",NA,"hypothetical protein",50,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",714,3741,2073,14721,1,"17_2069_2c_03162","17_2069_2b_04310"
"g014053_000001","g014053",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",177,180,179,14746,1,"17_2069_2c_05811","17_2069_2b_05812"
"g012484_000002","g012484",NA,"hypothetical protein",70,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",393,402,395.5,14775,1,"17_2069_2c_07737","17_2069_2b_07734"
"g012612","g012612",NA,"hypothetical protein",50,5,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",768,783,771,14777,1,"17_2069_2c_02204","17_2069_2b_02204"
"g017853_000003","g017853",NA,"hypothetical protein",80,3,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",360,360,360,14822,1,"17_2069_2c_04342","17_2069_2b_04441"
"g011144","g011144","appA","Oligopeptide-binding protein AppA",50,5,6,1,1,1,0,0,0,0,6,"Oligopeptide-binding protein AppA(4):hypothetical protein(1):HTH-type transcriptional regulator SgrR(1)","appA(4):sgrR(1):NA(1)",471,1620,1422,14823,1,"17_2069_2c_04899","17_2069_2b_04992"
"g014514_000002","g014514",NA,"hypothetical protein",70,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",234,234,234,14825,1,"17_2069_2c_06973","17_2069_2b_06972"
"g001947_2","g001947_2",NA,"hypothetical protein",50,6,6,1.17,1,2,0,1,0,1,7,"hypothetical protein(7)","NA(7)",1518,2376,1657.29,14832,1,"17_2069_2c_03853","17_2069_2b_03606"
"g012620_000002","g012620","glpQ","Glycerophosphodiester phosphodiesterase",70,5,6,1,1,1,0,0,0,0,6,"Glycerophosphodiester phosphodiesterase(5):hypothetical protein(1)","glpQ(5):NA(1)",756,756,756,14833,1,"17_2069_2c_05198","17_2069_2b_05199"
"g006743_2","g006743_2","gabR","HTH-type transcriptional regulatory protein GabR",50,6,6,1.17,1,2,0,1,0,1,7,"HTH-type transcriptional regulatory protein GabR(7)","gabR(7)",1419,1488,1461,14860,1,"17_2069_2c_07233","17_2069_2b_07388"
"g011327_000002","g011327","cypB","Putative cytochrome P450 132",70,5,6,1,1,1,0,0,0,0,6,"Putative cytochrome P450 132(5):Bifunctional cytochrome P450/NADPH--P450 reductase 2(1)","NA(5):cypB(1)",1416,1425,1419.5,14882,1,"17_2069_2c_00950","17_2069_2b_00953"
"g011371_000002","g011371","puuB","Gamma-glutamylputrescine oxidoreductase",70,5,6,1,1,1,0,0,0,0,6,"Gamma-glutamylputrescine oxidoreductase(6)","puuB(6)",1239,1308,1288,14895,1,"17_2069_2c_01716","17_2069_2b_01716"
"g013092_000001","g013092",NA,"hypothetical protein",60,4,6,1,1,1,0,0,0,0,6,"hypothetical protein(6)","NA(6)",210,243,232.5,14897,1,"17_2069_2c_03009","17_2069_2b_03108"
"g013008","g013008","otnK","3-oxo-tetronate kinase",50,4,6,1,1,1,0,0,0,0,6,"3-oxo-tetronate kinase(6)","otnK(6)",1263,1293,1269.5,14912,1,"17_2069_2c_04512","17_2069_2b_04606"
"g010369_2_000003","g010369_2","kipR","hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(3):HTH-type transcriptional regulator KipR(2)","NA(3):kipR(2)",579,816,696.6,14920,1,"17_2069_2c_02025","17_2069_2b_02025"
"g009541_2_000001","g009541_2",NA,"hypothetical protein",60,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",414,414,414,14936,1,"17_2069_2c_01732","17_2069_2b_01732"
"g013393_000003","g013393","gntR","HTH-type transcriptional regulator GntR",80,4,5,1,1,1,0,0,0,0,5,"HTH-type transcriptional regulator GntR(5)","gntR(5)",993,1044,1021.2,14936,2,"17_2069_2c_01733","17_2069_2b_01733"
"g013850_000003","g013850","ltnD","L-threonate dehydrogenase",80,4,5,1,1,1,0,0,0,0,5,"L-threonate dehydrogenase(5)","ltnD(5)",897,909,906.6,14936,3,"17_2069_2c_01734","17_2069_2b_01734"
"g013145_000002","g013145","otnK","3-oxo-tetronate kinase",70,4,5,1,1,1,0,0,0,0,5,"3-oxo-tetronate kinase(5)","otnK(5)",1275,1275,1275,14936,4,"17_2069_2c_01735","17_2069_2b_01735"
"g013800_000004","g013800","otnC","3-oxo-tetronate 4-phosphate decarboxylase",90,4,5,1,1,1,0,0,0,0,5,"3-oxo-tetronate 4-phosphate decarboxylase(5)","otnC(5)",651,651,651,14936,5,"17_2069_2c_01736","17_2069_2b_01736"
"g014932_000003","g014932","otnI","2-oxo-tetronate isomerase",80,4,5,1,1,1,0,0,0,0,5,"2-oxo-tetronate isomerase(4):Hydroxypyruvate isomerase(1)","otnI(4):hyi(1)",765,768,765.6,14936,6,"17_2069_2c_01737","17_2069_2b_01737"
"g013383_000001","g013383","degA","HTH-type transcriptional regulator DegA",60,4,5,1,1,1,0,0,0,0,5,"HTH-type transcriptional regulator DegA(5)","degA(5)",1026,1059,1044.6,14938,1,"17_2069_2c_07117","17_2069_2b_07116"
"g014601_000001","g014601",NA,"hypothetical protein",60,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",441,447,444.6,14938,2,"17_2069_2c_07116","17_2069_2b_07115"
"g014851_000001","g014851","dkgB","2%2C5-diketo-D-gluconic acid reductase B",60,4,5,1,1,1,0,0,0,0,5,"2%2C5-diketo-D-gluconic acid reductase B(5)","dkgB(5)",807,822,816,14938,3,"17_2069_2c_07115","17_2069_2b_07114"
"g014345_000003","g014345","lacF","hypothetical protein",80,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(3):Lactose transport system permease protein LacF(2)","NA(3):lacF(2)",900,900,900,14938,4,"17_2069_2c_07114","17_2069_2b_07113"
"g013345_000003","g013345","araQ","L-arabinose transport system permease protein AraQ",80,4,5,1,1,1,0,0,0,0,5,"L-arabinose transport system permease protein AraQ(3):Inner membrane ABC transporter permease protein YcjP(2)","araQ(3):ycjP(2)",930,954,943.8,14938,5,"17_2069_2c_07113","17_2069_2b_07112"
"g013117_000001","g013117",NA,"putative sugar-binding periplasmic protein",60,4,5,1,1,1,0,0,0,0,5,"putative sugar-binding periplasmic protein(5)","NA(5)",1245,1248,1246.8,14938,6,"17_2069_2c_07111","17_2069_2b_07110"
"g018654_000003","g018654",NA,"hypothetical protein",80,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",294,294,294,14939,1,"17_2069_2c_06641","17_2069_2b_06638"
"g016621_000002","g016621",NA,"hypothetical protein",70,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",426,585,542.4,14939,2,"17_2069_2c_06640","17_2069_2b_06637"
"g017047_000003","g017047",NA,"hypothetical protein",80,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",534,534,534,14939,3,"17_2069_2c_06639","17_2069_2b_06636"
"g017128_000002","g017128",NA,"hypothetical protein",70,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",531,531,531,14939,4,"17_2069_2c_06638","17_2069_2b_06635"
"g016666_000003","g016666",NA,"hypothetical protein",80,3,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",531,573,539.4,14939,5,"17_2069_2c_06637","17_2069_2b_06634"
"g013162_000004","g013162","nikA","hypothetical protein",90,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(4):Nickel-binding periplasmic protein(1)","NA(4):nikA(1)",1689,1695,1692.6,14944,1,"17_2069_2c_01757","17_2069_2b_01757"
"g016421_000004","g016421","dppB","Dipeptide transport system permease protein DppB",90,3,5,1,1,1,0,0,0,0,5,"Dipeptide transport system permease protein DppB(5)","dppB(5)",981,984,982.2,14944,2,"17_2069_2c_01756","17_2069_2b_01756"
"g017800_000004","g017800","dppC","Dipeptide transport system permease protein DppC",90,3,5,1,1,1,0,0,0,0,5,"Dipeptide transport system permease protein DppC(5)","dppC(5)",903,903,903,14944,3,"17_2069_2c_01755","17_2069_2b_01755"
"g014861_000004","g014861","oppD","Oligopeptide transport ATP-binding protein OppD",90,4,5,1,1,1,0,0,0,0,5,"Oligopeptide transport ATP-binding protein OppD(5)","oppD(5)",816,816,816,14944,4,"17_2069_2c_01754","17_2069_2b_01754"
"g013842_000003","g013842","oppF","Oligopeptide transport ATP-binding protein OppF",80,4,5,1,1,1,0,0,0,0,5,"Oligopeptide transport ATP-binding protein OppF(5)","oppF(5)",927,927,927,14944,5,"17_2069_2c_01753","17_2069_2b_01753"
"g014350_000004","g014350",NA,"TelA-like protein",90,4,5,1,1,1,0,0,0,0,5,"TelA-like protein(5)","NA(5)",1080,1080,1080,14961,1,"17_2069_2c_03326","17_2069_2b_04133"
"g012838_000003","g012838",NA,"hypothetical protein",80,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",1569,1575,1573.8,14961,2,"17_2069_2c_03325","17_2069_2b_04134"
"g013598_000004","g013598",NA,"hypothetical protein",90,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",618,618,618,14961,3,"17_2069_2c_03324","17_2069_2b_04135"
"g013867_000004","g013867",NA,"hypothetical protein",90,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",1107,1107,1107,14961,4,"17_2069_2c_03323","17_2069_2b_04136"
"g012728_000004","g012728","exoI","Beta-hexosaminidase",90,4,5,1,1,1,0,0,0,0,5,"Beta-hexosaminidase(5)","exoI(5)",2022,2028,2024.4,14967,1,"17_2069_2c_01751","17_2069_2b_01751"
"g012962_000004","g012962","nanK","N-acetylmannosamine kinase",90,4,5,1,1,1,0,0,0,0,5,"N-acetylmannosamine kinase(5)","nanK(5)",1224,1239,1230,14967,2,"17_2069_2c_01750","17_2069_2b_01750"
"g014477_000003","g014477",NA,"hypothetical protein",80,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",249,249,249,14967,3,"17_2069_2c_01749","17_2069_2b_01749"
"g011929_000001","g011929",NA,"hypothetical protein",60,5,5,1,1,1,1,0,1,0,5,"hypothetical protein(6)","NA(6)",177,543,440,14967,4,"17_2069_2c_01744","17_2069_2b_01744"
"g001886_3_000022","g001886_3","yfhA","putative siderophore transport system permease protein YfhA",90,4,5,1,1,1,0,0,0,0,5,"putative siderophore transport system permease protein YfhA(5)","yfhA(5)",999,1038,1014.6,14983,1,"17_2069_2c_02095","17_2069_2b_02095"
"g001363_2_000038","g001363_2","fepC","Ferric enterobactin transport ATP-binding protein FepC",90,4,5,1,1,1,0,0,0,0,5,"Ferric enterobactin transport ATP-binding protein FepC(4):Fe(3+) dicitrate transport ATP-binding protein FecE(1)","fepC(4):fecE(1)",765,765,765,14983,2,"17_2069_2c_02094","17_2069_2b_02094"
"g013248","g013248","ybhR","putative multidrug ABC transporter permease YbhR",50,4,5,1,1,1,0,0,0,0,5,"putative multidrug ABC transporter permease YbhR(5)","ybhR(5)",1113,1128,1122.6,14983,3,"17_2069_2c_02093","17_2069_2b_02093"
"g002903_2_000012","g002903_2",NA,"hypothetical protein",90,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",327,327,327,14996,1,"17_2069_2c_06167","17_2069_2b_06164"
"g013764_000003","g013764",NA,"hypothetical protein",80,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",483,483,483,14996,2,"17_2069_2c_06166","17_2069_2b_06163"
"g014711_000004","g014711",NA,"hypothetical protein",90,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",405,405,405,14996,3,"17_2069_2c_06165","17_2069_2b_06162"
"g024824_000002","g024824",NA,"hypothetical protein",70,2,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",207,210,208.8,14998,1,"17_2069_2c_04833","17_2069_2b_04926"
"g020142_000003","g020142","clsA","Cardiolipin synthase A",80,2,5,1,1,1,0,0,0,0,5,"Cardiolipin synthase A(5)","clsA(5)",1401,1401,1401,14998,2,"17_2069_2c_04832","17_2069_2b_04925"
"g012932_000001","g012932",NA,"hypothetical protein",60,4,5,1,1,1,0,0,0,0,5,"hypothetical protein(5)","NA(5)",258,1497,1041.6,15010,1,"17_2069_2c_02374","17_2069_2b_02374"
"g014330_000003","g014330","baeR","Transcriptional regulatory protein BaeR",80,4,5,1,1,1,0,0,0,0,5,"Transcriptional regulatory protein BaeR(3):Transcriptional regulatory protein CreB(2)","baeR(3):creB(2)",705,705,705,15010,2,"17_2069_2c_02373","17_2069_2b_02373"
"g013413_000002","g013413","envZ","Osmolarity sensor protein EnvZ",70,4,5,1,1,1,0,0,0,0,5,"Osmolarity sensor protein EnvZ(3):Adaptive-response sensory-kinase SasA(2)","envZ(3):sasA(2)",1011,1032,1017,15010,3,"17_2069_2c_02372","17_2069_2b_02372"
