"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","SUL3scf","CFBP6624","CFBP6623","LC34"
"g009902_000001","g009902","hin","DNA-invertase hin",60,6,10,1.2,1,2,0,2,0,2,12,"DNA-invertase hin(11):Transposon gamma-delta resolvase(1)","hin(11):tnpR(1)",546,558,552,11498,1,NA,"CFBP6624_03161",NA,NA
"g008587_1_000006","g008587_1",NA,"hypothetical protein",90,7,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",297,297,297,11500,1,NA,NA,"CFBP6623_01192",NA
"g009256_000003","g009256",NA,"hypothetical protein",80,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",192,270,202.2,11514,1,"SUL3scf_00691",NA,NA,NA
"g011536_000001","g011536",NA,"IS66 family transposase ISRsp1",60,5,10,1.3,1,3,0,2,0,3,13,"IS66 family transposase ISRsp1(13)","NA(13)",279,585,537.92,11519,1,"SUL3scf_05487",NA,NA,NA
"g007930_1_000001","g007930_1","gltS","Sodium/glutamate symporter",60,7,10,1.5,1,3,0,3,0,5,15,"Sodium/glutamate symporter(14):hypothetical protein(1)","gltS(14):NA(1)",219,1203,1063.4,11528,1,"SUL3scf_05610",NA,NA,NA
"g011526","g011526",NA,"hypothetical protein",50,5,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",405,597,447.9,11529,1,NA,NA,NA,"LC34_03550"
"g008256_000001","g008256",NA,"hypothetical protein",60,8,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",492,1047,549.9,11530,1,NA,NA,NA,"LC34_00272"
"g018512_000004","g018512",NA,"hypothetical protein",90,3,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",273,273,273,11551,1,"SUL3scf_05263",NA,NA,NA
"g008549_000002","g008549",NA,"hypothetical protein",70,8,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",396,405,396.9,11554,1,"SUL3scf_04675","CFBP6624_04779","CFBP6623_04817","LC34_04620"
"g011986_1_000009","g011986_1",NA,"hypothetical protein",95,3,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",195,195,195,11559,1,NA,NA,"CFBP6623_01176",NA
"g008155_1_000001","g008155_1","xerD","Tyrosine recombinase XerD",60,7,10,1.1,1,2,1,1,1,1,11,"Tyrosine recombinase XerD(8):Tyrosine recombinase XerC(3):hypothetical protein(1)","xerD(8):xerC(3):NA(1)",225,966,826.5,11595,1,"(SUL3scf_05259:SUL3scf_05260);SUL3scf_05430",NA,NA,NA
"g012978_000002","g012978",NA,"hypothetical protein",70,4,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1140,1305,1207.8,11596,1,NA,NA,"CFBP6623_01750",NA
"g009662_000004","g009662",NA,"hypothetical protein",90,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",1869,2508,2395.8,11597,1,"SUL3scf_01457",NA,NA,NA
"g013432_000003","g013432",NA,"hypothetical protein",80,4,10,1.2,1,2,0,2,0,2,12,"hypothetical protein(12)","NA(12)",888,972,912.5,11599,1,"SUL3scf_05301","CFBP6624_04965;CFBP6624_05261","CFBP6623_05159;CFBP6623_05162","LC34_02905"
"g008228_1_000002","g008228_1","nosL","Copper-binding lipoprotein NosL",70,4,10,1,1,1,0,0,0,0,10,"Copper-binding lipoprotein NosL(10)","nosL(10)",540,570,550.2,11605,1,"SUL3scf_04673","CFBP6624_04777","CFBP6623_04815","LC34_04618"
"g008376_000001","g008376",NA,"hypothetical protein",60,8,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",177,450,298.8,11611,1,NA,"CFBP6624_01705",NA,NA
"g008565","g008565",NA,"hypothetical protein",50,8,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(11)","NA(11)",267,315,282.27,11616,1,"SUL3scf_00100",NA,NA,NA
"g009107_000002","g009107",NA,"hypothetical protein",70,7,10,1.2,1,3,0,1,0,2,12,"hypothetical protein(12)","NA(12)",141,876,636.75,11654,1,"SUL3scf_04790",NA,NA,NA
"g010793","g010793",NA,"hypothetical protein",50,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",204,222,210.9,11662,1,"SUL3scf_00123",NA,NA,NA
"g010968","g010968",NA,"hypothetical protein",50,6,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",294,303,300.3,11664,1,"SUL3scf_00507","CFBP6624_00522",NA,NA
"g009127","g009127",NA,"hypothetical protein",50,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",483,501,489.6,11669,1,NA,NA,"CFBP6623_05223",NA
"g009335","g009335",NA,"hypothetical protein",50,7,10,1,1,1,0,0,0,0,10,"hypothetical protein(10)","NA(10)",678,723,703.8,11674,1,"SUL3scf_02598","CFBP6624_04224",NA,NA
"g012911_000001","g012911","rfnT","Riboflavin transporter RfnT",60,4,10,1,1,1,0,0,0,0,10,"Riboflavin transporter RfnT(10)","rfnT(10)",1185,1233,1216.5,11684,1,NA,NA,NA,"LC34_03036"
"g002984_2_000002","g002984_2","cyoB","Cytochrome bo(3) ubiquinol oxidase subunit 1",70,4,10,1.1,1,2,0,1,0,1,11,"Cytochrome bo(3) ubiquinol oxidase subunit 1(11)","cyoB(11)",2001,2013,2004.27,11689,1,"SUL3scf_04888","CFBP6624_04799",NA,NA
"g012763_000001","g012763","uvrA","UvrABC system protein A",60,4,10,1,1,1,0,0,0,0,10,"UvrABC system protein A(10)","uvrA(10)",2562,2661,2621.4,11711,1,"SUL3scf_05778","CFBP6624_05062",NA,"LC34_02947"
"g008067_1_000001","g008067_1","cpdA","hypothetical protein",60,6,10,1.1,1,2,0,1,0,1,11,"hypothetical protein(10):3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA(1)","NA(10):cpdA(1)",606,819,757.91,11717,1,NA,NA,NA,"LC34_03552"
"g018841_000004","g018841","griI","2-amino-4%2C5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase",90,3,9,1,1,1,0,0,0,0,9,"2-amino-4%2C5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase(9)","griI(9)",783,783,783,11734,1,NA,"CFBP6624_03579",NA,NA
"g018770_000003","g018770","phnR","Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons",80,3,9,1,1,1,0,0,0,0,9,"Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons(9)","phnR(9)",777,777,777,11734,2,NA,"CFBP6624_03580",NA,NA
"g015611_000003","g015611",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1365,1365,1365,11734,3,NA,"CFBP6624_03581",NA,NA
"g013836_000004","g013836","ugpA","sn-glycerol-3-phosphate transport system permease protein UgpA",90,4,9,1,1,1,0,0,0,0,9,"sn-glycerol-3-phosphate transport system permease protein UgpA(9)","ugpA(9)",930,930,930,11734,4,NA,"CFBP6624_03582",NA,NA
"g014848_000004","g014848","sugB","Trehalose transport system permease protein SugB",90,4,9,1,1,1,0,0,0,0,9,"Trehalose transport system permease protein SugB(9)","sugB(9)",822,822,822,11734,5,NA,"CFBP6624_03583",NA,NA
"g011695_000003","g011695","tdh","L-threonine 3-dehydrogenase",80,5,9,1,1,1,0,0,0,0,9,"L-threonine 3-dehydrogenase(8):putative zinc-type alcohol dehydrogenase-like protein YjmD(1)","tdh(8):yjmD(1)",1032,1032,1032,11734,6,NA,"CFBP6624_03584",NA,NA
"g008837_000002","g008837","xylB","Xylulose kinase",70,7,9,1,1,1,0,0,0,0,9,"Xylulose kinase(8):L-fuculokinase(1)","xylB(8):fucK(1)",1335,1356,1351.67,11734,7,NA,"CFBP6624_03585",NA,NA
"g002910_2","g002910_2",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",312,777,528.33,11762,1,NA,NA,"CFBP6623_05191",NA
"g015679_000001","g015679","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",60,3,9,1,1,1,0,0,0,0,9,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(9)","iolG(9)",1176,1176,1176,11766,1,"SUL3scf_02718","CFBP6624_04343","CFBP6623_04395","LC34_04303"
"g016137_000002","g016137",NA,"hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",945,945,945,11766,2,"SUL3scf_02717","CFBP6624_04342","CFBP6623_04394","LC34_04302"
"g015962_000002","g015962",NA,"hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1050,1137,1069.33,11777,1,"SUL3scf_02713","CFBP6624_04338","CFBP6623_04390","LC34_04298"
"g016257_000003","g016257","afr","1%2C5-anhydro-D-fructose reductase",80,3,9,1,1,1,0,0,0,0,9,"1%2C5-anhydro-D-fructose reductase(9)","afr(9)",1017,1017,1017,11777,2,"SUL3scf_02714","CFBP6624_04339","CFBP6623_04391","LC34_04299"
"g009390_000001","g009390",NA,"hypothetical protein",60,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",354,777,600.33,11785,1,NA,"CFBP6624_03157","CFBP6623_03242",NA
"g012302_000002","g012302",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",333,333,333,11785,2,NA,"CFBP6624_03158","CFBP6623_03243",NA
"g011248","g011248",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1002,1233,1088.67,11804,1,NA,NA,NA,"LC34_00842"
"g023181_000004","g023181",NA,"hypothetical protein",90,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",168,168,168,11811,1,NA,NA,NA,"LC34_02165"
"g018742_000005","g018742","ntrC","DNA-binding transcriptional regulator NtrC",95,3,9,1,1,1,0,0,0,0,9,"DNA-binding transcriptional regulator NtrC(6):Sensor histidine kinase RcsC(3)","ntrC(6):rcsC(3)",372,372,372,11811,2,NA,NA,NA,"LC34_02166"
"g013615_000001","g013615",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",447,645,603,11812,1,"SUL3scf_05305","CFBP6624_05265",NA,"LC34_02845"
"g013067_000001","g013067",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1353,1398,1368,11812,2,"SUL3scf_05306","CFBP6624_05266",NA,"LC34_02844"
"g022138_000005","g022138",NA,"hypothetical protein",95,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",489,489,489,11813,1,"SUL3scf_00737",NA,NA,NA
"g018710_000005","g018710",NA,"hypothetical protein",95,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",387,387,387,11813,2,"SUL3scf_00738",NA,NA,NA
"g016862","g016862","bdbD","hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(8):Disulfide bond formation protein D(1)","NA(8):bdbD(1)",636,639,638.67,11826,1,"SUL3scf_05615","CFBP6624_04813",NA,NA
"g015867_000003","g015867",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1791,1794,1791.67,11843,1,NA,NA,NA,"LC34_02886"
"g013941_1_000007","g013941_1",NA,"hypothetical protein",90,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",522,660,614,11846,1,"SUL3scf_00467",NA,"CFBP6623_00500","LC34_00398"
"g009391_1_000004","g009391_1",NA,"hypothetical protein",80,6,9,1.11,1,2,0,1,0,1,10,"hypothetical protein(10)","NA(10)",708,708,708,11876,1,NA,NA,"CFBP6623_01206",NA
"g009556_000003","g009556",NA,"hypothetical protein",80,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",291,303,296.33,11880,1,"SUL3scf_01974","CFBP6624_02542","CFBP6623_02633","LC34_03893"
"g013795_000001","g013795",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",399,642,588,11893,1,NA,NA,"CFBP6623_02121",NA
"g010238_000003","g010238",NA,"hypothetical protein",80,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",630,636,631.67,11899,1,NA,"CFBP6624_04978","CFBP6623_04913",NA
"g010561_000001","g010561",NA,"hypothetical protein",60,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",930,1089,1071.33,11911,1,NA,"CFBP6624_03422",NA,NA
"g014535","g014535",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",207,228,211.33,11920,1,NA,"CFBP6624_01394",NA,NA
"g009471_1_000009","g009471_1",NA,"hypothetical protein",90,5,9,1.11,1,2,0,1,0,1,10,"hypothetical protein(10)","NA(10)",216,216,216,11926,1,NA,NA,"CFBP6623_01185",NA
"g010767","g010767",NA,"hypothetical protein",50,6,9,1.11,1,2,0,1,0,1,10,"hypothetical protein(10)","NA(10)",243,255,249,11930,1,NA,NA,"CFBP6623_01194",NA
"g012317_000001","g012317",NA,"hypothetical protein",60,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",249,291,267.33,11931,1,"SUL3scf_02634","CFBP6624_04259","CFBP6623_04311","LC34_04219"
"g011043","g011043",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",204,204,204,11937,1,"SUL3scf_04473","CFBP6624_05128",NA,NA
"g009132_000003","g009132",NA,"hypothetical protein",80,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",495,495,495,11949,1,NA,"CFBP6624_03433",NA,NA
"g017642_000001","g017642",NA,"hypothetical protein",60,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1062,1068,1066.67,11960,1,NA,"CFBP6624_04954","CFBP6623_05148",NA
"g012249_000004","g012249",NA,"hypothetical protein",90,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",417,420,419.33,11978,1,NA,NA,"CFBP6623_01756",NA
"g009253_000002","g009253","bdbC","disulfide formation protein",70,7,9,1.11,1,2,0,1,0,1,10,"disulfide formation protein(10)","bdbC(10)",198,468,385.5,11990,1,"SUL3scf_05736",NA,NA,"LC34_01489"
"g009455_000003","g009455",NA,"hypothetical protein",80,6,9,1,1,1,1,0,1,0,9,"hypothetical protein(10)","NA(10)",132,378,340.5,12007,1,"SUL3scf_00506","CFBP6624_00521",NA,NA
"g014462","g014462",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",318,333,326.33,12016,1,NA,"CFBP6624_01401",NA,NA
"g008384_000002","g008384",NA,"hypothetical protein",70,8,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",159,450,395.67,12026,1,"SUL3scf_03122",NA,NA,NA
"g016552_000003","g016552",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",717,717,717,12027,1,"SUL3scf_01619","CFBP6624_01090","CFBP6623_01099","LC34_01077"
"g000477_2_000002","g000477_2",NA,"hypothetical protein",60,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",996,2169,1773.67,12037,1,NA,NA,NA,"LC34_03098"
"g010341","g010341",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",159,489,422.33,12038,1,NA,NA,"CFBP6623_04829",NA
"g014562_000001","g014562",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",213,213,213,12049,1,"SUL3scf_05718",NA,NA,NA
"g015053","g015053","rcsC","Sensor histidine kinase RcsC",50,3,9,1,1,1,0,0,0,0,9,"Sensor histidine kinase RcsC(9)","rcsC(9)",2196,2199,2197.67,12061,1,"SUL3scf_05696",NA,"CFBP6623_05047",NA
"g010914","g010914",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",264,273,269.33,12070,1,NA,NA,"CFBP6623_01765",NA
"g011988_000001","g011988",NA,"hypothetical protein",60,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",474,477,474.67,12083,1,"SUL3scf_05074",NA,NA,"LC34_02818"
"g002316_2","g002316_2","bcp","Pseudoazurin",50,8,9,1,1,1,0,0,0,0,9,"Pseudoazurin(9)","bcp(9)",333,447,427.67,12097,1,"SUL3scf_05805",NA,"CFBP6623_04987",NA
"g013773_000001","g013773",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",168,480,257,12099,1,"SUL3scf_05453",NA,NA,NA
"g012479_000002","g012479",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",369,408,373.33,12100,1,NA,"CFBP6624_00925","CFBP6623_00933","LC34_00911"
"g012041","g012041",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",156,261,236.33,12120,1,NA,"CFBP6624_00743",NA,NA
"g011557_000003","g011557","iolE","hypothetical protein",80,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(5):Inosose dehydratase(4)","NA(5):iolE(4)",528,945,898.67,12134,1,"SUL3scf_05750","CFBP6624_04159","CFBP6623_04217","LC34_02766"
"g010962_000001","g010962",NA,"hypothetical protein",60,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",312,315,312.67,12146,1,NA,NA,"CFBP6623_01175",NA
"g011074","g011074","glmU","Bifunctional protein GlmU",50,4,9,1,1,1,0,0,0,0,9,"Bifunctional protein GlmU(4):Molybdenum cofactor cytidylyltransferase(3):hypothetical protein(2)","glmU(4):mocA(3):NA(2)",330,642,590.33,12177,1,NA,NA,"CFBP6623_04895",NA
"g017495_000002","g017495","perR","HTH-type transcriptional regulator PerR",70,3,9,1,1,1,0,0,0,0,9,"HTH-type transcriptional regulator PerR(9)","perR(9)",738,912,872,12181,1,"SUL3scf_04796",NA,NA,NA
"g012670_000001","g012670",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",2091,2145,2125,12213,1,"SUL3scf_00743",NA,NA,NA
"g014028_000002","g014028","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",70,4,9,1,1,1,0,0,0,0,9,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(9)","fabG(9)",768,768,768,12228,1,"SUL3scf_02247",NA,NA,NA
"g012042_000004","g012042",NA,"hypothetical protein",90,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",174,174,174,12231,1,NA,NA,NA,"LC34_00859"
"g012184_000003","g012184",NA,"hypothetical protein",80,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",852,888,856,12234,1,"SUL3scf_04667","CFBP6624_04771","CFBP6623_04809","LC34_04612"
"g012854","g012854","iolD","3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase",50,4,9,1,1,1,0,0,0,0,9,"3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase(4):Acetolactate synthase isozyme 3 large subunit(4):Glutamate dehydrogenase(1)","iolD(4):ilvI(4):gdhA(1)",513,1713,1096,12235,1,"SUL3scf_04800",NA,NA,NA
"g010470_000001","g010470","nsrR","HTH-type transcriptional repressor NsrR",60,6,9,1.22,1,3,0,1,0,2,11,"HTH-type transcriptional repressor NsrR(11)","nsrR(11)",420,510,463.91,12247,1,"SUL3scf_05809",NA,NA,NA
"g014716","g014716",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",387,399,392.33,12248,1,"SUL3scf_05747","CFBP6624_05053",NA,NA
"g008132","g008132","yagS","Putative xanthine dehydrogenase YagS FAD-binding subunit",50,8,9,1,1,1,0,0,0,0,9,"Putative xanthine dehydrogenase YagS FAD-binding subunit(9)","yagS(9)",981,1023,999,12258,1,NA,NA,NA,"LC34_01565"
"g013548_000004","g013548",NA,"hypothetical protein",90,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",795,996,973.67,12261,1,NA,NA,"CFBP6623_01558",NA
"g013171","g013171","rep","ATP-dependent DNA helicase Rep",50,4,8,1,1,1,0,0,0,0,8,"ATP-dependent DNA helicase Rep(8)","rep(8)",1824,1833,1826.25,12283,3,NA,NA,NA,"LC34_00637"
"g013174_000001","g013174","recF","hypothetical protein",60,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(6):DNA replication and repair protein RecF(2)","NA(6):recF(2)",1797,1857,1823.25,12283,4,NA,NA,NA,"LC34_00636"
"g011697_000002","g011697",NA,"hypothetical protein",70,5,8,1,1,1,3,0,3,0,8,"hypothetical protein(11)","NA(11)",276,1029,528,12299,1,"SUL3scf_05064",NA,NA,"LC34_02828"
"g011871_000002","g011871",NA,"hypothetical protein",70,5,8,1,1,1,3,0,3,0,8,"hypothetical protein(11)","NA(11)",420,1074,794.18,12299,2,"(SUL3scf_05065:SUL3scf_05066)",NA,NA,"(LC34_02826:LC34_02827)"
"g013576_000001","g013576",NA,"hypothetical protein",60,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",414,639,608.25,12299,3,"SUL3scf_05067",NA,NA,"LC34_02825"
"g009693","g009693",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",2226,2337,2280.38,12301,1,"SUL3scf_05612","CFBP6624_04816",NA,NA
"g010176_000001","g010176","ftsH","ATP-dependent zinc metalloprotease FtsH",60,6,8,1,1,1,0,0,0,0,8,"ATP-dependent zinc metalloprotease FtsH(8)","ftsH(8)",1083,1095,1086,12301,2,"SUL3scf_05613","CFBP6624_04815",NA,NA
"g021100_000005","g021100","czcD","Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter",95,2,8,1,1,1,0,0,0,0,8,"Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter(8)","czcD(8)",939,939,939,12301,3,"SUL3scf_05614","CFBP6624_04814",NA,NA
"g011251_000002","g011251",NA,"hypothetical protein",70,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",852,1290,1121.25,12305,3,"SUL3scf_00678",NA,NA,NA
"g010560_000001","g010560","hmp","3-ketosteroid-9-alpha-monooxygenase%2C ferredoxin reductase component",60,6,8,1,1,1,0,0,0,0,8,"3-ketosteroid-9-alpha-monooxygenase%2C ferredoxin reductase component(7):NADH oxidoreductase HCR(1)","hmp(7):hcr(1)",1077,1092,1086.38,12312,1,NA,NA,"CFBP6623_03958","LC34_01883"
"g011291_000002","g011291","hcaE","3-phenylpropionate/cinnamic acid dioxygenase subunit alpha",70,5,8,1,1,1,0,0,0,0,8,"3-phenylpropionate/cinnamic acid dioxygenase subunit alpha(8)","hcaE(8)",1254,1257,1254.38,12312,2,NA,NA,"CFBP6623_03959","LC34_01884"
"g012000_000001","g012000","gcvA","Glycine cleavage system transcriptional activator",60,5,8,1,1,1,0,0,0,0,8,"Glycine cleavage system transcriptional activator(7):hypothetical protein(1)","gcvA(7):NA(1)",333,888,817.5,12312,3,NA,NA,"CFBP6623_03960","LC34_01885"
"g010503","g010503",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",171,309,201.75,12323,1,NA,NA,NA,"LC34_03238"
"g014380_000001","g014380",NA,"hypothetical protein",60,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",342,360,354.75,12323,2,NA,NA,NA,"LC34_03237"
"g010752","g010752",NA,"hypothetical protein",50,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",249,288,259.5,12341,1,NA,"CFBP6624_00920",NA,NA
"g012597_000003","g012597",NA,"hypothetical protein",80,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",387,387,387,12341,2,NA,"CFBP6624_00919",NA,NA
"g010328_000001","g010328",NA,"hypothetical protein",60,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",495,519,509.62,12348,1,NA,NA,NA,"LC34_03122"
"g009914_000001","g009914",NA,"hypothetical protein",60,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",738,1422,1302,12348,2,"SUL3scf_03234",NA,NA,"LC34_03124"
"g010061_000002","g010061","queC","7-cyano-7-deazaguanine synthase",70,6,8,1,1,1,0,0,0,0,8,"7-cyano-7-deazaguanine synthase(8)","queC(8)",591,594,591.75,12359,1,NA,NA,NA,"LC34_03117"
"g012451_000002","g012451",NA,"hypothetical protein",70,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",468,474,469.88,12359,2,NA,NA,NA,"LC34_03116"
"g014667_000001","g014667",NA,"hypothetical protein",60,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",366,474,438.38,12378,1,NA,NA,"CFBP6623_01574","LC34_04810"
"g001434_2_000001","g001434_2",NA,"hypothetical protein",60,7,8,1.12,1,2,0,1,0,1,9,"hypothetical protein(9)","NA(9)",189,555,294.67,12397,1,"SUL3scf_02278",NA,"CFBP6623_03168;CFBP6623_03478","LC34_01260"
"g001443_2_000006","g001443_2","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",80,4,8,1,1,1,0,0,0,0,8,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(8)","iolG(8)",1032,1035,1034.25,12417,1,"SUL3scf_05749","CFBP6624_04160","CFBP6623_04218","LC34_02765"
"g012264","g012264",NA,"hypothetical protein",50,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",312,357,319.12,12420,1,NA,NA,"CFBP6623_05218",NA
"g012538","g012538",NA,"hypothetical protein",50,5,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",717,804,780.38,12430,1,"SUL3scf_04571","CFBP6624_05226",NA,NA
"g009068_1_000001","g009068_1","ypmQ","hypothetical protein",60,6,8,1.12,1,2,1,1,1,1,9,"hypothetical protein(9):SCO1 protein (1)","NA(9):ypmQ(1)",123,669,548.4,12432,1,"SUL3scf_05737",NA,NA,"LC34_01490"
"g014958_000003","g014958",NA,"hypothetical protein",80,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",774,783,781.88,12450,1,NA,"CFBP6624_02094",NA,NA
