"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP6625","CFBP6626"
"g023625_000003","g023625","occM","Octopine transport system permease protein OccM",80,2,2,1,1,1,0,0,0,0,2,"Octopine transport system permease protein OccM(2)","occM(2)",684,684,684,21723,1,"CFBP6625_05244",NA
"g039571_000006","g039571","murR","HTH-type transcriptional regulator MurR",98,1,2,1,1,1,0,0,0,0,2,"HTH-type transcriptional regulator MurR(2)","murR(2)",912,912,912,21733,1,"CFBP6625_01604","CFBP6626_01519"
"g019616_000006","g019616","btuD","Vitamin B12 import ATP-binding protein BtuD",98,1,2,1,1,1,0,0,0,0,2,"Vitamin B12 import ATP-binding protein BtuD(2)","btuD(2)",1200,1200,1200,21733,2,"CFBP6625_01603","CFBP6626_01518"
"g022612_000003","g022612",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",432,690,561,21749,2,NA,"CFBP6626_01501"
"g024324_000005","g024324",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",345,345,345,21755,1,"CFBP6625_01193",NA
"g020879_000004","g020879",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",603,603,603,21755,2,"CFBP6625_01194",NA
"g026426_000003","g026426","artI","Putative ABC transporter arginine-binding protein 2",80,2,2,1,1,1,0,0,0,0,2,"Putative ABC transporter arginine-binding protein 2(1):Nopaline-binding periplasmic protein(1)","artI(1):nocT(1)",780,780,780,21763,1,"CFBP6625_05241",NA
"g020035_000002","g020035","dapE","Succinyl-diaminopimelate desuccinylase",70,2,2,1,1,1,0,0,0,0,2,"Succinyl-diaminopimelate desuccinylase(2)","dapE(2)",1371,1371,1371,21763,2,"CFBP6625_05242",NA
"g019462_000003","g019462",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1575,1584,1579.5,21800,1,"CFBP6625_05129",NA
"g021659_000003","g021659",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",843,996,919.5,21800,2,"CFBP6625_05130",NA
"g039167_000006","g039167","rhaS","HTH-type transcriptional activator RhaS",98,1,2,1,1,1,0,0,0,0,2,"HTH-type transcriptional activator RhaS(2)","rhaS(2)",870,870,870,21812,1,"CFBP6625_03978","CFBP6626_03849"
"g046812_000006","g046812",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",315,315,315,21812,2,"CFBP6625_03977","CFBP6626_03848"
"g025696_000001","g025696",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",747,774,760.5,21845,1,NA,"CFBP6626_02999"
"g020216","g020216","glxK","Glycerate 3-kinase",50,2,2,1,1,1,0,0,0,0,2,"Glycerate 3-kinase(1):Glycerate 2-kinase(1)","glxK(1):garK(1)",633,1164,898.5,21845,2,NA,"CFBP6626_02998"
"g022085_000005","g022085",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",495,495,495,21860,1,"CFBP6625_04277","CFBP6626_04125"
"g043972_000006","g043972",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",828,828,828,21860,2,"CFBP6625_04276","CFBP6626_04124"
"g026334","g026334",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",717,717,717,21883,1,NA,"CFBP6626_04715"
"g025056","g025056",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",432,435,433.5,21883,2,NA,"CFBP6626_04717"
"g019029_000002","g019029",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2274,2274,2274,21895,1,"CFBP6625_04898",NA
"g019809_000002","g019809",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1164,1221,1192.5,21895,2,"CFBP6625_04899",NA
"g025138_000004","g025138",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",834,834,834,21908,1,"CFBP6625_03915",NA
"g019338_000003","g019338",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2721,2736,2728.5,21908,2,"CFBP6625_03914",NA
"g027965_000006","g027965","dctB","C4-dicarboxylate transport sensor protein DctB",98,1,2,1,1,1,0,0,0,0,2,"C4-dicarboxylate transport sensor protein DctB(2)","dctB(2)",1749,1749,1749,21998,1,NA,"CFBP6626_05134"
"g029280_000006","g029280","dctD","C4-dicarboxylate transport transcriptional regulatory protein DctD",98,1,2,1,1,1,0,0,0,0,2,"C4-dicarboxylate transport transcriptional regulatory protein DctD(2)","dctD(2)",1332,1332,1332,21998,2,NA,"CFBP6626_05135"
"g008231_2","g008231_2",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",528,549,538.5,22100,1,"CFBP6625_01517",NA
"g024787","g024787",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",213,216,214.5,22100,2,"CFBP6625_01516",NA
"g043305_000006","g043305",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",198,198,198,22102,1,"CFBP6625_05055",NA
"g034838_000006","g034838",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",558,558,558,22102,2,"CFBP6625_05054",NA
"g021668_000005","g021668",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",993,993,993,22169,1,"CFBP6625_05558",NA
"g019907_000006","g019907",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1287,1455,1371,22169,2,"CFBP6625_05481",NA
"g023855_000005","g023855",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",912,912,912,22193,1,NA,"CFBP6626_04828"
"g019893_000005","g019893",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1461,1461,1461,22193,2,NA,"CFBP6626_04829"
"g020730","g020730",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1104,1158,1131,22209,2,"CFBP6625_00093",NA
"g039644_000006","g039644",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",894,894,894,22231,1,"CFBP6625_04805",NA
"g019321_000003","g019321",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2844,2862,2853,22261,1,NA,"CFBP6626_03016"
"g042758_000006","g042758",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",213,213,213,22272,1,NA,"CFBP6626_03010"
"g024941","g024941",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",447,450,448.5,22278,1,"CFBP6625_01304",NA
"g025019_000002","g025019",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",429,438,433.5,22284,1,"CFBP6625_04222",NA
"g022479","g022479",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1071,1119,1095,22315,1,NA,"CFBP6626_04723"
"g026580_000006","g026580",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",5937,5937,5937,22335,1,"CFBP6625_04367","CFBP6626_04214"
"g031702_000006","g031702",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1023,1023,1023,22358,1,NA,"CFBP6626_02839"
"g020925","g020925",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",594,600,597,22501,1,"CFBP6625_05501",NA
"g019633","g019633",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",621,642,631.5,22502,1,NA,"CFBP6626_04725"
"g045915_000006","g045915",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",261,261,261,22516,1,"CFBP6625_01229",NA
"g024346_000001","g024346",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",342,468,405,22540,1,"CFBP6625_01202",NA
"g024522_000005","g024522",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",246,246,246,22544,1,"CFBP6625_01303",NA
"g040718_000006","g040718",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",357,357,357,22587,1,"CFBP6625_04880",NA
"g021062_000002","g021062","dauB","NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB",70,2,2,1,1,1,0,0,0,0,2,"NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB(2)","dauB(2)",942,942,942,22641,1,"CFBP6625_05239",NA
"g023345_000003","g023345",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",141,141,141,22684,1,NA,"CFBP6626_01496"
"g017404_000006","g017404",NA,"hypothetical protein",98,1,2,1,1,1,1,0,1,0,2,"hypothetical protein(3)","NA(3)",150,843,559,22689,1,"CFBP6625_05455",NA
"g049184_000006","g049184",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",618,792,705,22691,1,"CFBP6625_05097",NA
"g021662_000005","g021662",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1110,1110,1110,22700,1,NA,"CFBP6626_05097"
"g025586_000005","g025586",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",270,270,270,22710,1,"CFBP6625_04254","CFBP6626_04097"
"g022190_000003","g022190",NA,"hypothetical protein",80,2,2,3,2,4,0,2,0,4,6,"hypothetical protein(6)","NA(6)",480,483,482,22778,1,NA,"CFBP6626_01455;CFBP6626_04584;CFBP6626_05001;CFBP6626_05102"
"g026102_000003","g026102",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",384,384,384,22780,1,"CFBP6625_01305",NA
"g033406_000006","g033406",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",570,570,570,22834,1,"CFBP6625_05312",NA
"g044345_000006","g044345",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",459,459,459,22858,1,"CFBP6625_05547","CFBP6626_04702"
"g019755_000005","g019755",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1071,1230,1150.5,22883,1,"CFBP6625_03925",NA
"g023180_000003","g023180",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",168,168,168,22928,1,"CFBP6625_00787",NA
"g035504_000006","g035504","esiB","Secretory immunoglobulin A-binding protein EsiB",98,1,2,1.5,1,2,0,1,0,1,3,"Secretory immunoglobulin A-binding protein EsiB(3)","esiB(3)",654,654,654,22951,1,"CFBP6625_05545","CFBP6626_04732;CFBP6626_05243"
"g025523_000003","g025523",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",279,279,279,22961,1,NA,"CFBP6626_01480"
"g047725_000006","g047725",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",393,393,393,22989,1,"CFBP6625_05461",NA
"g018922_000004","g018922",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2526,2529,2527.5,23046,1,NA,"CFBP6626_03019"
"g005032_2_000002","g005032_2",NA,"hypothetical protein",60,3,2,1.5,1,2,0,1,0,1,3,"hypothetical protein(3)","NA(3)",876,900,892,23068,1,NA,"CFBP6626_04718;CFBP6626_05219"
"g021685_000003","g021685",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",627,630,628.5,23080,1,NA,"CFBP6626_00068"
"g040845_000006","g040845","merT","Mercuric transport protein MerT",98,1,2,1.5,1,2,0,1,0,1,3,"Mercuric transport protein MerT(3)","merT(3)",351,351,351,23103,1,"CFBP6625_05542","CFBP6626_04729;CFBP6626_05246"
"g027733_000006","g027733",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1572,1572,1572,23130,1,"CFBP6625_03568","CFBP6626_03376"
"g023133_000002","g023133",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",171,174,172.5,23156,1,"CFBP6625_04974",NA
"g019163_000001","g019163",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1767,2028,1897.5,23168,1,"CFBP6625_02373",NA
"g025288_000002","g025288",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",423,423,423,23170,1,"CFBP6625_05045",NA
"g019004_000001","g019004","topA","DNA topoisomerase 1",60,2,2,1,1,1,0,0,0,0,2,"DNA topoisomerase 1(2)","topA(2)",2247,2325,2286,23228,1,"CFBP6625_05518",NA
"g022524_000003","g022524",NA,"IS66 family transposase ISBrsp6",80,2,2,3,2,4,0,2,0,4,6,"IS66 family transposase ISBrsp6(4):hypothetical protein(2)","NA(6)",561,696,606,23234,1,NA,"CFBP6626_01454;CFBP6626_04585;CFBP6626_05002;CFBP6626_05103"
"g025506_000004","g025506",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",282,282,282,23285,1,"CFBP6625_01307",NA
"g002824_2","g002824_2","dnaA","Chromosomal replication initiator protein DnaA",50,2,2,1,1,1,0,0,0,0,2,"Chromosomal replication initiator protein DnaA(2)","dnaA(2)",489,534,511.5,23334,1,NA,"CFBP6626_01472"
"g023084_000002","g023084",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",180,180,180,23383,1,"CFBP6625_01214",NA
"g019927_000004","g019927","norM","Multidrug resistance protein NorM",90,2,2,1,1,1,0,0,0,0,2,"Multidrug resistance protein NorM(2)","norM(2)",1266,1359,1312.5,23503,1,NA,"CFBP6626_04967"
"g019468_000006","g019468",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",228,438,333,23529,1,"CFBP6625_05195",NA
"g045444_000006","g045444","merP","Mercuric transport protein periplasmic component",98,1,2,1.5,1,2,0,1,0,1,3,"Mercuric transport protein periplasmic component(3)","merP(3)",276,276,276,23556,1,"CFBP6625_05543","CFBP6626_04730;CFBP6626_05245"
"g020551_000003","g020551",NA,"hypothetical protein",80,2,2,3,2,4,0,2,0,4,6,"hypothetical protein(6)","NA(6)",1812,1815,1813,23576,1,NA,"CFBP6626_01457;CFBP6626_04582;CFBP6626_04999;CFBP6626_05100"
"g032715_000006","g032715",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",996,996,996,23617,1,"CFBP6625_04807",NA
"g023354_000005","g023354",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",141,243,192,23674,1,"CFBP6625_05305",NA
"g021921_000001","g021921",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",147,525,336,23723,1,"CFBP6625_01362",NA
"g020767_000005","g020767","kefC","Glutathione-regulated potassium-efflux system protein KefC",95,2,2,1,1,1,0,0,0,0,2,"Glutathione-regulated potassium-efflux system protein KefC(2)","kefC(2)",1146,1146,1146,23735,1,"CFBP6625_05453",NA
"g037290_000006","g037290",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",162,162,162,23774,1,"CFBP6625_05065",NA
"g021452_000002","g021452",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",954,957,955.5,23819,1,"CFBP6625_05121",NA
"g023111_000004","g023111",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",177,177,177,23842,1,"CFBP6625_01951","CFBP6626_01862"
"g042736_000006","g042736",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",213,213,213,23849,1,"CFBP6625_05040",NA
"g023217_000005","g023217",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",162,162,162,23872,1,"CFBP6625_04237","CFBP6626_04081"
"g026764_000006","g026764",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2271,2271,2271,23896,1,NA,"CFBP6626_04092"
"g014971_1_000007","g014971_1",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",7170,7239,7204.5,23943,1,"CFBP6625_04274","CFBP6626_04122"
"g026408","g026408",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",789,789,789,23970,1,NA,"CFBP6626_02989"
"g022144_000003","g022144",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",489,519,504,23985,1,"CFBP6625_04886",NA
"g021269_000003","g021269",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",975,975,975,24007,1,"CFBP6625_03917",NA
"g027859_000006","g027859","ggt","Glutathione hydrolase proenzyme",98,1,2,1,1,1,0,0,0,0,2,"Glutathione hydrolase proenzyme(2)","ggt(2)",1611,1611,1611,24034,1,"CFBP6625_05175",NA
"g023972","g023972",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",696,723,709.5,24038,1,"CFBP6625_01224",NA
"g036632_000006","g036632",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",183,183,183,24078,1,"CFBP6625_05331",NA
"g015873_1_000004","g015873_1",NA,"hypothetical protein",80,2,2,3,2,4,0,2,0,4,6,"hypothetical protein(6)","NA(6)",1875,1875,1875,24085,1,NA,"CFBP6626_01456;CFBP6626_04583;CFBP6626_05000;CFBP6626_05101"
"g019781_000005","g019781",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1227,1290,1258.5,24103,1,NA,"CFBP6626_05093"
"g022951_000002","g022951",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",195,195,195,24117,1,NA,"CFBP6626_01498"
"g020051_000006","g020051",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1368,1521,1444.5,24123,1,"CFBP6625_04564",NA
"g020735_000004","g020735","xerC","Tyrosine recombinase XerC",90,2,2,3,2,4,0,2,0,4,6,"Tyrosine recombinase XerC(6)","xerC(6)",1158,1158,1158,24140,1,NA,"CFBP6626_01458;CFBP6626_04581;CFBP6626_04998;CFBP6626_05099"
"g030006_000006","g030006","map","Methionine aminopeptidase",98,1,2,1,1,1,0,0,0,0,2,"Methionine aminopeptidase(2)","map(2)",1200,1200,1200,24184,1,"CFBP6625_03563","CFBP6626_03371"
"g037756_000006","g037756",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",147,147,147,24196,1,NA,"CFBP6626_02212"
"g022790_000005","g022790",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",525,525,525,24251,1,"CFBP6625_01520",NA
"g022983_000003","g022983",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",192,192,192,24275,1,NA,"CFBP6626_01427"
"g019521_000004","g019521",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1659,1662,1660.5,24370,1,"CFBP6625_01200",NA
"g019334","g019334",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1074,2751,1912.5,24398,1,NA,"CFBP6626_05231"
"g032579_000006","g032579",NA,"hypothetical protein",98,1,2,1.5,1,2,0,1,0,1,3,"hypothetical protein(3)","NA(3)",1035,1035,1035,24410,1,NA,"CFBP6626_04734"
"g047123_000006","g047123",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",303,303,303,24411,1,"CFBP6625_05125","CFBP6626_05160"
"g024264_000001","g024264",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",342,354,348,24494,1,"CFBP6625_04888",NA
"g019437_000002","g019437",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1590,1590,1590,24515,1,"CFBP6625_04225",NA
"g025786_000003","g025786","virB5","Type IV secretion system protein virB5",80,2,2,1,1,1,0,0,0,0,2,"Type IV secretion system protein virB5(2)","virB5(2)",717,732,724.5,24562,1,"CFBP6625_05514",NA
"g023610_000004","g023610",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",687,687,687,24582,1,"CFBP6625_02229",NA
"g020684_000004","g020684",NA,"hypothetical protein",90,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1671,1671,1671,24592,1,"CFBP6625_01231",NA
"g024990_000002","g024990",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",408,444,426,24634,1,NA,"CFBP6626_04816"
"g030106_000006","g030106","merA","Mercuric reductase",98,1,2,1.5,1,2,0,1,0,1,3,"Mercuric reductase(3)","merA(3)",1710,1710,1710,24638,1,"CFBP6625_05544","CFBP6626_04731;CFBP6626_05244"
"g024369","g024369",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",327,339,333,24670,1,NA,"CFBP6626_03673"
"g045196_000006","g045196",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",285,285,285,24688,1,"CFBP6625_04858",NA
"g020029_000001","g020029",NA,"hypothetical protein",60,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",252,1656,954,24796,1,"CFBP6625_04243",NA
"g043816_000006","g043816",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",840,840,840,24823,1,"CFBP6625_01748","CFBP6626_01660"
"g023492_000003","g023492",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",1077,1095,1086,24832,1,"CFBP6625_01314",NA
"g016599_000002","g016599","bin3","Putative transposon Tn552 DNA-invertase bin3",70,3,2,1.5,1,2,0,1,0,1,3,"Putative transposon Tn552 DNA-invertase bin3(3)","bin3(3)",612,645,631,24835,1,"CFBP6625_05538",NA
"g037382_000006","g037382",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",159,159,159,24867,1,"CFBP6625_01910","CFBP6626_01820"
"g036416_000006","g036416",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",189,189,189,24889,1,"CFBP6625_04006","CFBP6626_03877"
"g019097_000002","g019097",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",249,264,256.5,24895,1,NA,"CFBP6626_05124"
"g025957_000005","g025957",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",300,300,300,24917,1,"CFBP6625_01565",NA
"g024579_000005","g024579",NA,"hypothetical protein",95,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",243,243,243,24937,1,NA,"CFBP6626_05218"
"g023524","g023524",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",738,858,798,24977,1,"CFBP6625_00473",NA
"g006220_2","g006220_2",NA,"hypothetical protein",50,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",2016,2130,2073,25038,1,NA,"CFBP6626_01414"
"g020215_000006","g020215",NA,"ISL3 family transposase ISPpu12",98,1,2,1.5,1,2,1,1,1,1,3,"ISL3 family transposase ISPpu12(4)","NA(4)",453,1164,867,25059,1,NA,"(CFBP6626_04701:CFBP6626_04735)"
"g025456_000002","g025456",NA,"hypothetical protein",70,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",288,288,288,25070,1,NA,"CFBP6626_01412"
"g037991_000006","g037991",NA,"hypothetical protein",98,1,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",138,138,138,25099,1,"CFBP6625_04818",NA
"g023429_000003","g023429",NA,"hypothetical protein",80,2,2,1,1,1,0,0,0,0,2,"hypothetical protein(2)","NA(2)",129,348,238.5,25105,1,"CFBP6625_04889",NA
"g022287_2_000011","g022287_2","merB","Alkylmercury lyase",98,1,2,1.5,1,2,0,1,0,1,3,"Alkylmercury lyase(3)","merB(3)",639,639,639,25157,1,"CFBP6625_05546","CFBP6626_04733;CFBP6626_05242"
